engine,query_id,repetition,planner_ms,planner_binding_ms,optimizer_ms,physical_planner_ms,status
duckdb,query_23,3,0.4540,0.4511,0.7642,0.0830,ok
duckdb,query_24,3,1.0847,1.0808,1.2753,0.0842,ok
duckdb,query_25,3,0.9042,0.8764,0.8710,0.1018,ok
duckdb,query_26,3,1.4135,1.3569,1.2661,0.1418,ok
duckdb,query_27,3,0.7454,0.7425,0.8175,0.0928,ok
duckdb,query_28,3,1.4846,1.4511,1.2083,0.1324,ok
duckdb,query_29,3,0.6766,0.6493,1.1468,0.1550,ok
duckdb,query_3,3,0.8218,0.8021,1.5344,0.1735,ok
duckdb,query_30,3,0.8868,0.8724,0.8275,0.1430,ok
duckdb,query_31,3,0.4047,0.4011,0.6232,0.0917,ok
duckdb,query_32,3,0.4133,0.4101,0.5208,0.0632,ok
duckdb,query_33,3,0.7722,0.7690,2.0906,0.1157,ok
duckdb,query_34,3,0.6576,0.6539,0.8883,0.0961,ok
duckdb,query_35,3,0.6229,0.6190,0.6490,0.1104,ok
duckdb,query_36,3,1.2549,1.2513,1.5574,0.0757,ok
duckdb,query_37,3,0.6104,0.5846,0.6620,0.1106,ok
duckdb,query_38,3,0.5759,0.5608,0.6386,0.1021,ok
duckdb,query_39,3,3.2712,3.1924,3.6407,0.3840,ok
duckdb,query_4,3,0.5157,0.5130,0.6048,0.0958,ok
duckdb,query_40,3,0.6246,0.6219,0.6739,0.0835,ok
duckdb,query_41,3,0.8342,0.8275,2.0897,0.1494,ok
duckdb,query_42,3,0.7565,0.7128,1.0096,0.0966,ok
duckdb,query_43,3,0.5893,0.5821,1.1481,0.1470,ok
duckdb,query_44,3,0.6916,0.6701,0.7516,0.1438,ok
duckdb,query_45,3,0.2665,0.2629,0.3933,0.0536,ok
duckdb,query_46,3,0.6609,0.6399,0.5528,0.1136,ok
duckdb,query_47,3,1.8498,1.8128,1.2200,0.1573,ok
duckdb,query_48,3,1.4885,1.4844,1.6767,0.2519,ok
duckdb,query_49,3,0.9736,0.9678,1.2780,0.1059,ok
duckdb,query_5,3,0.4561,0.4357,0.6876,0.0765,ok
duckdb,query_50,3,0.6365,0.6184,2.0396,0.1789,ok
duckdb,query_51,3,0.9917,0.9630,1.0818,0.1557,ok
duckdb,query_52,3,0.3429,0.3406,0.3460,0.0608,ok
duckdb,query_53,3,0.8646,0.8594,2.1703,0.1956,ok
duckdb,query_54,3,0.6266,0.6235,0.7092,0.1398,ok
duckdb,query_55,3,0.2922,0.2892,0.3159,0.0477,ok
duckdb,query_56,3,0.5047,0.5019,0.7355,0.0809,ok
duckdb,query_57,3,0.4795,0.4758,0.7282,0.1070,ok
duckdb,query_58,3,0.9355,0.9141,1.0013,0.1069,ok
duckdb,query_59,3,0.3064,0.3027,0.4278,0.0598,ok
duckdb,query_6,3,1.3888,1.3356,1.9286,0.1933,ok
duckdb,query_60,3,1.2812,1.2739,1.5847,0.1253,ok
duckdb,query_61,3,0.2605,0.2570,0.3962,0.0543,ok
duckdb,query_62,3,0.6411,0.6116,1.3412,0.0699,ok
duckdb,query_63,3,1.2948,1.2909,2.2039,0.0755,ok
duckdb,query_64,3,0.6059,0.6015,0.6253,0.1091,ok
duckdb,query_65,3,0.5139,0.5103,0.5948,0.0922,ok
duckdb,query_66,3,2.1181,2.1130,9.1556,0.2372,ok
duckdb,query_67,3,0.3092,0.3064,0.5828,0.0550,ok
duckdb,query_68,3,1.0837,1.0447,1.6866,0.1947,ok
duckdb,query_69,3,1.7496,1.6752,2.3494,0.3480,ok
duckdb,query_7,3,0.5848,0.5671,0.6624,0.1024,ok
duckdb,query_70,3,0.7410,0.7138,0.9331,0.1682,ok
duckdb,query_71,3,0.5673,0.5642,0.7731,0.1195,ok
duckdb,query_72,3,0.4774,0.4746,0.8195,0.1139,ok
duckdb,query_73,3,0.5012,0.4987,0.9069,0.0807,ok
duckdb,query_74,3,0.4913,0.4890,0.9949,0.0639,ok
duckdb,query_75,3,0.6202,0.5969,0.6839,0.1127,ok
duckdb,query_76,3,1.1064,1.0763,0.9796,0.1610,ok
duckdb,query_77,3,0.5706,0.5682,0.6686,0.1225,ok
duckdb,query_78,3,1.4825,1.3290,1.6618,0.3295,ok
duckdb,query_79,3,0.4632,0.4608,0.7919,0.0680,ok
duckdb,query_8,3,0.4286,0.4253,0.8855,0.0802,ok
duckdb,query_80,3,0.4227,0.4196,0.7065,0.0545,ok
duckdb,query_81,3,0.8615,0.8201,1.2692,0.1780,ok
duckdb,query_82,3,0.2510,0.2480,0.3534,0.0413,ok
