engine,query_id,repetition,planner_ms,planner_binding_ms,optimizer_ms,physical_planner_ms,status
duckdb,query_96,4,1.6024,1.5830,0.9073,2.6217,ok
duckdb,query_97,4,1.0647,1.0618,1.2966,1.8842,ok
duckdb,query_98,4,1.8504,1.8213,0.9151,2.3087,ok
duckdb,query_99,4,0.7020,0.6990,0.4878,1.2900,ok
duckdb,query_1,5,0.4009,0.3981,0.3853,0.5953,ok
duckdb,query_10,5,1.5862,1.5673,1.0799,2.3603,ok
duckdb,query_11,5,0.5136,0.5109,0.3276,0.5527,ok
duckdb,query_12,5,0.5119,0.5064,0.3964,0.8837,ok
duckdb,query_13,5,0.5508,0.5481,0.8784,1.1392,ok
duckdb,query_14,5,0.5264,0.5240,0.5030,0.5916,ok
duckdb,query_15,5,0.5498,0.5472,0.3869,0.6222,ok
