engine,query_id,repetition,planner_ms,planner_binding_ms,optimizer_ms,physical_planner_ms,status
duckdb,query_16,5,0.4287,0.4263,0.4866,0.8045,ok
duckdb,query_17,5,1.0414,1.0228,0.5940,1.2174,ok
duckdb,query_18,5,0.5467,0.5440,0.6202,1.2178,ok
duckdb,query_19,5,2.6804,2.6619,1.1292,3.5200,ok
duckdb,query_2,5,0.3902,0.3877,0.4613,0.7161,ok
duckdb,query_20,5,2.8911,2.8642,3.1743,6.8560,ok
duckdb,query_21,5,0.5687,0.5657,0.4624,0.8046,ok
duckdb,query_22,5,1.5517,1.5304,1.1216,2.4059,ok
duckdb,query_23,5,0.6635,0.6610,0.6446,1.3949,ok
duckdb,query_24,5,1.2638,1.2613,1.1484,0.8543,ok
duckdb,query_25,5,1.0340,1.0203,0.6459,1.4601,ok
duckdb,query_26,5,2.0232,2.0005,1.1254,2.6937,ok
duckdb,query_27,5,0.7369,0.7346,0.6356,0.8513,ok
duckdb,query_28,5,1.9605,1.9384,1.0100,2.3398,ok
duckdb,query_29,5,1.5607,1.5389,1.0261,2.0270,ok
duckdb,query_3,5,1.5988,1.5831,1.3215,3.9012,ok
duckdb,query_30,5,1.1401,1.1316,0.6668,1.3309,ok
duckdb,query_31,5,0.3782,0.3756,0.3863,0.5311,ok
duckdb,query_32,5,0.4135,0.4110,0.3810,0.7127,ok
duckdb,query_33,5,0.9224,0.9194,1.7124,1.5028,ok
duckdb,query_34,5,0.8298,0.8269,0.7030,1.3675,ok
duckdb,query_35,5,0.5693,0.5669,0.4076,0.6873,ok
duckdb,query_36,5,1.6156,1.6127,1.3835,1.2891,ok
duckdb,query_37,5,0.8564,0.8386,0.5131,1.4318,ok
duckdb,query_38,5,0.6095,0.6002,0.4405,0.8371,ok
duckdb,query_39,5,3.9699,3.9659,2.9573,5.1018,ok
duckdb,query_4,5,0.5764,0.5615,0.4811,0.8997,ok
duckdb,query_40,5,0.6910,0.6886,0.5644,0.9077,ok
duckdb,query_41,5,0.7473,0.7443,1.6411,1.6474,ok
duckdb,query_42,5,1.1001,1.0806,0.8292,1.7463,ok
duckdb,query_43,5,0.7555,0.7500,0.8632,1.2657,ok
duckdb,query_44,5,0.5796,0.5683,0.4961,1.0094,ok
duckdb,query_45,5,0.2483,0.2455,0.2694,0.4204,ok
duckdb,query_46,5,0.8380,0.8160,0.4315,0.9460,ok
duckdb,query_47,5,1.9444,1.9115,0.9951,2.4438,ok
duckdb,query_48,5,2.0345,2.0312,1.3751,2.5946,ok
duckdb,query_49,5,3.1742,3.1698,1.0995,2.4178,ok
duckdb,query_5,5,0.6550,0.6456,0.5469,1.1907,ok
duckdb,query_50,5,1.1778,1.1677,1.6842,2.9225,ok
duckdb,query_51,5,1.4535,1.4403,0.8079,2.2708,ok
duckdb,query_52,5,0.3087,0.3065,0.2471,0.3491,ok
duckdb,query_53,5,0.6725,0.6697,1.6342,1.3753,ok
duckdb,query_54,5,0.7840,0.7816,0.5407,1.7772,ok
duckdb,query_55,5,0.3024,0.2997,0.2202,0.4230,ok
duckdb,query_56,5,0.5406,0.5382,0.5545,0.8408,ok
duckdb,query_57,5,0.3661,0.3637,0.4736,0.7523,ok
duckdb,query_58,5,0.8927,0.8820,0.7844,1.7214,ok
duckdb,query_59,5,0.2658,0.2634,0.2720,0.4510,ok
duckdb,query_6,5,2.4004,2.3698,1.5711,3.2365,ok
duckdb,query_60,5,1.3383,1.3351,1.2537,1.0796,ok
duckdb,query_61,5,0.2717,0.2692,0.2789,0.4777,ok
duckdb,query_62,5,0.8372,0.8136,1.1658,1.1255,ok
duckdb,query_63,5,2.6045,2.6015,1.8662,2.1811,ok
duckdb,query_64,5,0.4219,0.4193,0.3625,0.6253,ok
duckdb,query_65,5,0.4143,0.4118,0.3583,0.6257,ok
duckdb,query_66,5,3.5112,3.5075,8.1149,3.7882,ok
duckdb,query_67,5,0.3727,0.3697,0.4425,0.6280,ok
duckdb,query_68,5,1.7330,1.7104,1.3526,3.3893,ok
duckdb,query_69,5,2.9908,2.9691,1.9754,5.9090,ok
duckdb,query_7,5,0.5741,0.5629,0.4956,1.0587,ok
duckdb,query_70,5,1.0499,1.0327,0.7822,1.6166,ok
duckdb,query_71,5,0.6787,0.6760,0.5519,1.4936,ok
duckdb,query_72,5,0.6559,0.6533,0.6407,1.4699,ok
duckdb,query_73,5,0.5972,0.5948,0.7167,1.2483,ok
duckdb,query_74,5,0.5732,0.5711,0.7620,0.8839,ok
duckdb,query_75,5,0.8002,0.7862,0.5016,1.3235,ok
duckdb,query_76,5,1.3335,1.3225,0.7218,2.0820,ok
duckdb,query_77,5,0.7718,0.7695,0.5453,1.7721,ok
duckdb,query_78,5,2.3093,2.2658,1.3961,3.1705,ok
duckdb,query_79,5,0.5426,0.5402,0.6098,1.0660,ok
duckdb,query_8,5,0.4727,0.4701,0.6650,0.9284,ok
duckdb,query_80,5,0.4097,0.4071,0.4866,0.5779,ok
duckdb,query_81,5,1.6657,1.6414,1.1078,2.3375,ok
duckdb,query_82,5,0.2471,0.2448,0.2477,0.3963,ok
duckdb,query_83,5,1.6101,1.5880,1.0803,2.2239,ok
duckdb,query_84,5,1.0961,1.0834,0.6116,1.3035,ok
duckdb,query_85,5,0.3946,0.3922,0.4732,0.6869,ok
duckdb,query_86,5,0.5493,0.5465,0.4954,0.8305,ok
duckdb,query_87,5,0.9563,0.9534,3.4276,2.0619,ok
duckdb,query_88,5,0.7146,0.7124,0.6207,0.8790,ok
duckdb,query_89,5,0.5536,0.5513,0.5166,0.9558,ok
duckdb,query_9,5,0.6493,0.6458,1.6338,1.2568,ok
duckdb,query_90,5,0.6411,0.6380,0.9401,1.2533,ok
duckdb,query_91,5,0.6988,0.6965,0.9813,1.0411,ok
duckdb,query_92,5,0.8965,0.8852,1.0551,1.4167,ok
duckdb,query_93,5,2.5989,2.5791,1.2738,4.0619,ok
duckdb,query_94,5,1.2768,1.2737,1.1274,0.8399,ok
duckdb,query_95,5,0.6569,0.6545,0.6504,1.2785,ok
duckdb,query_96,5,1.5935,1.5738,0.9190,2.6355,ok
duckdb,query_97,5,1.0729,1.0700,1.3012,1.8931,ok
duckdb,query_98,5,1.8524,1.8232,0.9074,2.3359,ok
duckdb,query_99,5,0.7039,0.7010,0.4998,1.2873,ok
