engine,query_name,status,execution_time_s,paper_category,detail_reason_code,detail_signature
monetdb,query_83.sql,SUCCESS,11.952000,SUCCESS,,
monetdb,query_84.sql,SUCCESS,0.210000,SUCCESS,,
monetdb,query_85.sql,SUCCESS,0.403000,SUCCESS,,
monetdb,query_86.sql,SUCCESS,0.014000,SUCCESS,,
monetdb,query_87.sql,SUCCESS,2.787000,SUCCESS,,
monetdb,query_88.sql,SUCCESS,1.093000,SUCCESS,,
monetdb,query_89.sql,SUCCESS,0.276000,SUCCESS,,
monetdb,query_90.sql,SUCCESS,0.114000,SUCCESS,,
monetdb,query_91.sql,SUCCESS,0.071000,SUCCESS,,
monetdb,query_92.sql,ERROR,0.013000,PARSE,PARSE,"ERROR = !syntax error, unexpected ')' in: ""select"
monetdb,query_93.sql,SUCCESS,19.452000,SUCCESS,,
monetdb,query_94.sql,ERROR,0.017000,PARSE,PARSE,"ERROR = !syntax error, unexpected ')' in: ""select"
monetdb,query_95.sql,ERROR,0.015000,PARSE,PARSE,"ERROR = !syntax error, unexpected ')' in: ""with ws_wh as"
monetdb,query_96.sql,SUCCESS,0.199000,SUCCESS,,
monetdb,query_97.sql,ERROR,0.012000,DIALECT,UNSUPPORTED_LIMIT_IN_VIEW,ERROR = !CREATE VIEW: LIMIT not supported
monetdb,query_98.sql,ERROR,0.009000,PARSE,PARSE,"ERROR = !syntax error, unexpected ')' in: ""select i_item_id"
monetdb,query_99.sql,ERROR,0.143000,DIALECT,UNSUPPORTED_REGEX_FLAG_G,ERROR = !Illegal argument: unsupported flag character 'g'
