engine,query_name,run_idx,execution_time_s
duckdb,query_56.sql,5,1.024151
duckdb,query_57.sql,5,1.092455
duckdb,query_58.sql,5,1.030130
duckdb,query_60.sql,5,1.070492
duckdb,query_61.sql,5,0.283189
duckdb,query_62.sql,5,0.476799
duckdb,query_63.sql,5,0.722071
duckdb,query_64.sql,5,2.190038
duckdb,query_65.sql,5,1.449849
duckdb,query_66.sql,5,0.668191
duckdb,query_67.sql,5,6.893234
duckdb,query_68.sql,5,1.028542
duckdb,query_69.sql,5,0.695566
duckdb,query_70.sql,5,0.702960
duckdb,query_71.sql,5,1.007338
duckdb,query_72.sql,5,1.158761
duckdb,query_73.sql,5,0.736139
duckdb,query_74.sql,5,1.280278
duckdb,query_75.sql,5,2.113524
duckdb,query_76.sql,5,1.039897
duckdb,query_77.sql,5,0.795098
duckdb,query_78.sql,5,3.287854
duckdb,query_79.sql,5,0.857847
duckdb,query_80.sql,5,1.652784
duckdb,query_81.sql,5,0.616699
duckdb,query_82.sql,5,0.641503
duckdb,query_83.sql,5,0.369913
duckdb,query_84.sql,5,0.287626
duckdb,query_85.sql,5,0.666700
duckdb,query_86.sql,5,0.552551
duckdb,query_87.sql,5,0.896974
duckdb,query_88.sql,5,1.117218
duckdb,query_89.sql,5,0.747477
duckdb,query_90.sql,5,0.321676
duckdb,query_91.sql,5,0.293915
duckdb,query_92.sql,5,0.566038
duckdb,query_93.sql,5,2.204335
duckdb,query_94.sql,5,0.510157
duckdb,query_95.sql,5,1.435895
duckdb,query_96.sql,5,0.458622
duckdb,query_97.sql,5,1.563124
duckdb,query_98.sql,5,0.847999
duckdb,query_99.sql,5,0.568642
duckdb,query_1.sql,6,0.521108
duckdb,query_2.sql,6,0.584104
duckdb,query_3.sql,6,0.584010
duckdb,query_4.sql,6,2.293435
duckdb,query_5.sql,6,1.276511
duckdb,query_6.sql,6,0.743124
duckdb,query_7.sql,6,1.096351
duckdb,query_8.sql,6,0.904042
duckdb,query_9.sql,6,0.837980
duckdb,query_10.sql,6,0.764836
duckdb,query_11.sql,6,1.649514
duckdb,query_12.sql,6,0.505839
duckdb,query_13.sql,6,0.982194
duckdb,query_14.sql,6,4.521180
duckdb,query_15.sql,6,0.409662
duckdb,query_16.sql,6,0.461428
duckdb,query_17.sql,6,1.108641
duckdb,query_18.sql,6,0.481375
duckdb,query_19.sql,6,0.945924
duckdb,query_20.sql,6,0.392942
duckdb,query_21.sql,6,0.357494
duckdb,query_22.sql,6,2.322859
duckdb,query_23.sql,6,3.717960
duckdb,query_24.sql,6,0.757111
duckdb,query_25.sql,6,0.936124
duckdb,query_26.sql,6,0.490345
duckdb,query_27.sql,6,1.077243
duckdb,query_28.sql,6,0.987799
duckdb,query_29.sql,6,1.174471
duckdb,query_30.sql,6,0.493564
duckdb,query_31.sql,6,0.764924
duckdb,query_32.sql,6,0.331126
duckdb,query_33.sql,6,1.034329
duckdb,query_34.sql,6,0.765394
duckdb,query_35.sql,6,1.057507
duckdb,query_36.sql,6,0.888913
duckdb,query_37.sql,6,0.994359
duckdb,query_38.sql,6,0.931581
duckdb,query_39.sql,6,0.507177
duckdb,query_40.sql,6,0.457138
duckdb,query_41.sql,6,0.247468
duckdb,query_42.sql,6,0.693666
duckdb,query_43.sql,6,0.666065
duckdb,query_44.sql,6,0.730082
duckdb,query_45.sql,6,0.506077
duckdb,query_46.sql,6,1.026536
duckdb,query_47.sql,6,2.019785
duckdb,query_48.sql,6,0.898161
duckdb,query_49.sql,6,1.320357
duckdb,query_50.sql,6,0.846446
duckdb,query_51.sql,6,3.665382
duckdb,query_52.sql,6,0.734923
duckdb,query_53.sql,6,0.734234
duckdb,query_54.sql,6,0.850212
duckdb,query_55.sql,6,0.607963
duckdb,query_56.sql,6,1.003996
duckdb,query_57.sql,6,1.064622
duckdb,query_58.sql,6,0.908616
duckdb,query_60.sql,6,0.919611
duckdb,query_61.sql,6,0.276202
duckdb,query_62.sql,6,0.496602
duckdb,query_63.sql,6,0.688041
duckdb,query_64.sql,6,2.114160
duckdb,query_65.sql,6,1.507091
duckdb,query_66.sql,6,0.709399
duckdb,query_67.sql,6,7.374491
duckdb,query_68.sql,6,1.012431
duckdb,query_69.sql,6,0.672948
duckdb,query_70.sql,6,0.741029
duckdb,query_71.sql,6,0.980859
duckdb,query_72.sql,6,1.199026
duckdb,query_73.sql,6,0.747352
duckdb,query_74.sql,6,1.281220
duckdb,query_75.sql,6,2.216314
duckdb,query_76.sql,6,1.034603
duckdb,query_77.sql,6,0.841237
duckdb,query_78.sql,6,3.179551
duckdb,query_79.sql,6,0.769762
duckdb,query_80.sql,6,1.660287
duckdb,query_81.sql,6,0.627280
duckdb,query_82.sql,6,0.556329
duckdb,query_83.sql,6,0.424920
duckdb,query_84.sql,6,0.291303
duckdb,query_85.sql,6,0.683586
duckdb,query_86.sql,6,0.558535
duckdb,query_87.sql,6,0.887052
duckdb,query_88.sql,6,1.008147
duckdb,query_89.sql,6,0.743234
duckdb,query_90.sql,6,0.321081
duckdb,query_91.sql,6,0.288894
duckdb,query_92.sql,6,0.485366
duckdb,query_93.sql,6,2.159037
duckdb,query_94.sql,6,0.527968
duckdb,query_95.sql,6,1.619626
duckdb,query_96.sql,6,0.457404
duckdb,query_97.sql,6,1.586662
duckdb,query_98.sql,6,0.935846
duckdb,query_99.sql,6,0.565815
duckdb,query_1.sql,7,0.542136
duckdb,query_2.sql,7,0.580415
duckdb,query_3.sql,7,0.565938
duckdb,query_4.sql,7,2.366305
duckdb,query_5.sql,7,1.314099
duckdb,query_6.sql,7,0.843399
duckdb,query_7.sql,7,1.075048
duckdb,query_8.sql,7,0.851881
duckdb,query_9.sql,7,0.864205
duckdb,query_10.sql,7,0.678703
duckdb,query_11.sql,7,1.670571
duckdb,query_12.sql,7,0.544712
duckdb,query_13.sql,7,0.984694
duckdb,query_14.sql,7,4.643380
duckdb,query_15.sql,7,0.392645
