suite,query_name,outcome,n_successful_timed_runs,instance_weight,median_ms,min_ms,max_ms,iqr_ms
redbench_krid,rbk_0238_ceb_1a_1a988,complete,10,6,150.775,113.132,168.988,11.394
redbench_krid,rbk_0239_ceb_1a_1a989,complete,10,9,74.116,66.007,78.337,3.466
redbench_krid,rbk_0240_ceb_1a_1a99,complete,10,4,109.323,86.079,120.726,21.603
redbench_krid,rbk_0241_ceb_1a_1a990,complete,10,5,105.642,90.390,122.723,16.622
redbench_krid,rbk_0242_ceb_1a_1a991,complete,10,5,84.728,74.439,97.118,7.647
redbench_krid,rbk_0243_ceb_1a_1a992,complete,10,5,60.210,54.069,72.580,7.015
redbench_krid,rbk_0244_ceb_1a_1a993,complete,10,7,68.599,59.139,80.399,13.674
redbench_krid,rbk_0245_ceb_1a_1a994,complete,10,3,77.941,70.077,95.361,4.342
redbench_krid,rbk_0246_ceb_1a_1a995,complete,10,6,47.002,45.713,53.011,2.170
redbench_krid,rbk_0247_ceb_1a_1a996,complete,10,39,66.779,60.375,78.810,7.134
redbench_krid,rbk_0248_ceb_1a_1a997,complete,10,13,132.862,87.030,169.335,13.465
redbench_krid,rbk_0249_ceb_1a_1a998,complete,10,24,54.175,49.779,57.586,1.481
redbench_krid,rbk_0250_ceb_1a_1a999,complete,10,99,81.858,69.351,95.735,4.579
redbench_krid,rbk_0251_ceb_2a_2a872,complete,10,1,68.722,64.372,76.454,1.769
redbench_krid,rbk_0252_ceb_2a_2a873,complete,10,1,65.850,63.006,71.360,3.605
redbench_krid,rbk_0253_ceb_2a_2a874,complete,10,1,57.848,54.376,73.797,6.043
redbench_krid,rbk_0254_ceb_2a_2a875,complete,10,1,83.750,76.932,89.843,8.429
redbench_krid,rbk_0255_ceb_2a_2a876,complete,10,1,44.037,40.914,46.894,3.589
redbench_krid,rbk_0256_ceb_2a_2a877,complete,10,1,34.137,31.128,35.579,2.648
redbench_krid,rbk_0257_ceb_2a_2a878,complete,10,1,65.128,57.904,75.676,7.804
redbench_krid,rbk_0258_ceb_2a_2a879,complete,10,1,38.204,33.807,44.832,1.879
redbench_krid,rbk_0259_ceb_2a_2a880,complete,10,1,52.916,45.129,63.304,8.475
redbench_krid,rbk_0260_ceb_2a_2a881,complete,10,1,134.017,118.394,153.601,7.169
redbench_krid,rbk_0261_ceb_2a_2a882,complete,10,1,53.666,48.942,56.796,3.555
redbench_krid,rbk_0262_ceb_2a_2a883,complete,10,1,118.035,107.579,137.206,9.041
redbench_krid,rbk_0263_ceb_2a_2a884,complete,10,1,45.686,41.071,52.977,5.706
redbench_krid,rbk_0264_ceb_2a_2a885,complete,10,1,84.993,73.384,94.640,12.552
redbench_krid,rbk_0265_ceb_2a_2a886,complete,10,1,52.241,48.756,55.531,2.091
redbench_krid,rbk_0266_ceb_2a_2a887,complete,10,1,42.604,40.489,46.338,3.952
redbench_krid,rbk_0267_ceb_2a_2a888,complete,10,1,68.810,64.339,72.399,3.153
redbench_krid,rbk_0268_ceb_2a_2a889,complete,10,1,51.469,48.777,52.611,1.154
redbench_krid,rbk_0269_ceb_2a_2a89,complete,10,1,74.292,68.095,76.266,3.532
redbench_krid,rbk_0270_ceb_2a_2a890,complete,10,1,82.770,69.628,89.420,7.861
redbench_krid,rbk_0271_ceb_2a_2a891,complete,10,1,98.720,80.043,110.525,9.942
redbench_krid,rbk_0272_ceb_2a_2a892,complete,10,1,43.384,36.305,44.765,4.799
redbench_krid,rbk_0273_ceb_2a_2a894,complete,10,1,201.007,189.975,241.792,20.005
redbench_krid,rbk_0274_ceb_2a_2a895,complete,10,1,45.980,40.763,49.980,3.618
redbench_krid,rbk_0275_ceb_2a_2a896,complete,10,1,55.695,50.081,63.691,4.612
redbench_krid,rbk_0276_ceb_2a_2a897,complete,10,1,91.506,86.812,99.595,3.977
redbench_krid,rbk_0277_ceb_2a_2a898,complete,10,1,53.553,48.248,57.535,4.955
redbench_krid,rbk_0278_ceb_2a_2a899,complete,10,1,67.180,64.025,73.405,2.768
redbench_krid,rbk_0279_ceb_2a_2a9,complete,10,1,63.665,57.513,70.816,5.938
redbench_krid,rbk_0280_ceb_2a_2a90,complete,10,1,50.119,41.768,53.239,3.615
redbench_krid,rbk_0281_ceb_2a_2a900,complete,10,1,98.013,88.475,114.125,7.297
redbench_krid,rbk_0282_ceb_2a_2a91,complete,10,1,36.602,31.396,41.157,3.424
redbench_krid,rbk_0283_ceb_2a_2a92,complete,10,1,49.938,42.558,57.495,4.739
redbench_krid,rbk_0284_ceb_2a_2a93,complete,10,1,87.064,79.429,99.489,7.564
redbench_krid,rbk_0285_ceb_2a_2a94,complete,10,4,88.970,83.979,107.344,5.243
redbench_krid,rbk_0286_ceb_2a_2a95,complete,10,2,82.022,74.820,92.308,4.506
redbench_krid,rbk_0287_ceb_2a_2a96,complete,10,4,153.734,141.796,165.728,14.295
redbench_krid,rbk_0288_ceb_2a_2a97,complete,10,8,38.882,35.021,41.125,2.321
redbench_krid,rbk_0289_ceb_2a_2a98,complete,10,7,39.694,34.822,41.411,1.271
redbench_krid,rbk_0290_ceb_2a_2a99,complete,10,11,34.924,32.263,38.432,1.135
redbench_krid,rbk_0291_ceb_2b_2b82,complete,10,1,39.270,36.514,40.977,2.068
redbench_krid,rbk_0292_ceb_2b_2b83,complete,10,1,51.951,49.274,59.219,2.127
redbench_krid,rbk_0293_ceb_2b_2b84,complete,10,1,157.363,146.316,179.353,15.840
redbench_krid,rbk_0294_ceb_2b_2b85,complete,10,1,77.680,66.191,83.623,7.762
redbench_krid,rbk_0295_ceb_2b_2b86,complete,10,1,54.237,49.765,57.581,2.687
redbench_krid,rbk_0296_ceb_2b_2b87,complete,10,1,59.737,55.741,62.327,1.251
redbench_krid,rbk_0297_ceb_2b_2b88,complete,10,1,95.377,93.471,102.313,3.574
redbench_krid,rbk_0298_ceb_2b_2b89,complete,10,1,75.528,64.491,89.072,7.972
redbench_krid,rbk_0299_ceb_2b_2b9,complete,10,1,48.856,46.874,54.454,2.888
redbench_krid,rbk_0300_ceb_2b_2b90,complete,10,1,105.719,94.367,125.482,10.868
redbench_krid,rbk_0301_ceb_2b_2b91,complete,10,1,102.392,88.982,115.928,9.251
redbench_krid,rbk_0302_ceb_2b_2b92,complete,10,1,44.905,38.724,54.612,5.730
redbench_krid,rbk_0303_ceb_2b_2b93,complete,10,1,35.850,34.318,46.157,1.533
redbench_krid,rbk_0304_ceb_2b_2b94,complete,10,3,54.923,50.601,58.657,4.104
redbench_krid,rbk_0305_ceb_2b_2b95,complete,10,3,87.583,79.002,110.578,13.367
redbench_krid,rbk_0306_ceb_2b_2b96,complete,10,5,38.419,33.631,46.886,1.463
redbench_krid,rbk_0307_ceb_2b_2b97,complete,10,5,67.323,65.214,70.807,4.575
redbench_krid,rbk_0308_ceb_2b_2b98,complete,10,7,63.992,63.145,76.300,1.757
redbench_krid,rbk_0309_ceb_2b_2b99,complete,10,11,99.501,90.704,104.168,5.837
redbench_krid,rbk_0310_ceb_2c_2c70,complete,10,1,26.566,24.789,28.849,2.449
redbench_krid,rbk_0311_ceb_2c_2c71,complete,10,1,30.261,28.178,34.678,2.407
redbench_krid,rbk_0312_ceb_2c_2c72,complete,10,1,36.877,33.303,38.787,1.757
redbench_krid,rbk_0313_ceb_2c_2c73,complete,10,1,40.030,38.177,44.074,1.169
redbench_krid,rbk_0314_ceb_2c_2c74,complete,10,1,42.719,42.372,45.051,0.879
redbench_krid,rbk_0315_ceb_2c_2c75,complete,10,1,29.645,28.475,34.113,1.319
redbench_krid,rbk_0316_ceb_2c_2c76,complete,10,1,28.041,26.674,31.485,2.466
redbench_krid,rbk_0317_ceb_2c_2c77,complete,10,1,30.117,28.364,32.655,2.025
redbench_krid,rbk_0318_ceb_2c_2c78,complete,10,2,25.822,24.698,26.916,0.858
redbench_krid,rbk_0319_ceb_2c_2c79,complete,10,2,40.637,39.230,56.615,1.449
redbench_krid,rbk_0320_ceb_2c_2c8,complete,10,3,34.015,29.101,35.825,3.214
redbench_krid,rbk_0321_ceb_2c_2c80,complete,10,3,30.464,28.666,34.963,1.649
redbench_krid,rbk_0322_ceb_2c_2c81,complete,10,7,28.282,26.951,30.099,1.239
redbench_krid,rbk_0323_ceb_2c_2c82,complete,10,8,28.154,26.973,30.219,0.953
redbench_krid,rbk_0324_ceb_2c_2c83,complete,10,5,36.643,35.563,37.924,1.245
redbench_krid,rbk_0325_ceb_2c_2c84,complete,10,2,27.026,24.278,27.624,1.030
redbench_krid,rbk_0326_ceb_2c_2c85,complete,10,2,45.588,43.775,52.512,1.938
redbench_krid,rbk_0327_ceb_2c_2c86,complete,10,2,37.169,35.009,38.660,2.697
redbench_krid,rbk_0328_ceb_2c_2c87,complete,10,2,34.984,33.502,36.147,0.410
redbench_krid,rbk_0329_ceb_2c_2c88,complete,10,4,30.540,28.702,33.581,1.271
redbench_krid,rbk_0330_ceb_2c_2c89,complete,10,4,31.773,29.604,32.178,0.694
redbench_krid,rbk_0331_ceb_2c_2c9,complete,10,5,26.885,25.228,27.682,0.865
redbench_krid,rbk_0332_ceb_2c_2c90,complete,10,2,43.475,39.337,46.690,1.695
redbench_krid,rbk_0333_ceb_2c_2c91,complete,10,4,38.305,37.570,42.722,0.889
redbench_krid,rbk_0334_ceb_2c_2c92,complete,10,2,28.478,27.163,29.863,1.975
redbench_krid,rbk_0335_ceb_2c_2c93,complete,10,2,57.980,51.564,58.756,3.212
redbench_krid,rbk_0336_ceb_2c_2c94,complete,10,3,25.493,22.229,26.486,1.573
redbench_krid,rbk_0337_ceb_2c_2c95,complete,10,13,29.517,28.789,31.708,0.434
redbench_krid,rbk_0338_ceb_2c_2c96,complete,10,10,22.906,22.259,24.386,0.941
redbench_krid,rbk_0339_ceb_2c_2c97,complete,10,8,27.581,27.093,28.236,0.394
redbench_krid,rbk_0340_ceb_2c_2c98,complete,10,6,34.398,32.919,35.087,1.465
redbench_krid,rbk_0341_ceb_2c_2c99,complete,10,6,38.477,37.072,40.159,1.526
redbench_krid,rbk_0342_ceb_3a_3a969,complete,10,1,40.316,38.264,43.357,1.541
redbench_krid,rbk_0343_ceb_3a_3a97,complete,10,1,37.838,36.575,42.011,1.026
redbench_krid,rbk_0344_ceb_3a_3a970,complete,10,1,47.519,44.140,53.517,2.370
redbench_krid,rbk_0345_ceb_3a_3a971,complete,10,1,34.028,31.030,35.818,2.093
redbench_krid,rbk_0346_ceb_3a_3a972,complete,10,1,70.761,61.320,75.860,3.913
redbench_krid,rbk_0347_ceb_3a_3a973,complete,10,1,39.934,38.149,42.489,2.113
redbench_krid,rbk_0348_ceb_3a_3a974,complete,10,1,36.905,34.936,42.971,1.238
redbench_krid,rbk_0349_ceb_3a_3a975,complete,10,2,40.367,38.523,41.592,0.395
redbench_krid,rbk_0350_ceb_3a_3a976,complete,10,1,44.026,41.346,47.609,2.331
redbench_krid,rbk_0351_ceb_3a_3a977,complete,10,3,31.099,26.432,33.669,0.687
redbench_krid,rbk_0352_ceb_3a_3a978,complete,10,3,28.675,25.725,29.504,0.652
redbench_krid,rbk_0353_ceb_3a_3a979,complete,10,5,32.084,28.188,35.794,0.981
redbench_krid,rbk_0354_ceb_3a_3a98,complete,10,6,47.115,45.382,62.294,0.666
redbench_krid,rbk_0355_ceb_3a_3a980,complete,10,6,46.358,39.924,50.118,4.031
redbench_krid,rbk_0356_ceb_3a_3a981,complete,10,2,39.914,36.751,43.984,4.342
redbench_krid,rbk_0357_ceb_3a_3a982,complete,10,8,37.309,35.808,38.901,0.894
redbench_krid,rbk_0358_ceb_3a_3a983,complete,10,7,37.648,35.143,41.680,3.973
redbench_krid,rbk_0359_ceb_3a_3a984,complete,10,3,42.230,38.651,44.266,1.744
redbench_krid,rbk_0360_ceb_3a_3a985,complete,10,12,50.898,46.986,55.309,2.086
redbench_krid,rbk_0361_ceb_3a_3a986,complete,10,8,35.257,33.564,38.642,1.418
redbench_krid,rbk_0362_ceb_3a_3a987,complete,10,8,35.539,32.583,36.635,1.682
redbench_krid,rbk_0363_ceb_3a_3a988,complete,10,8,53.129,50.831,57.330,1.366
redbench_krid,rbk_0364_ceb_3a_3a989,complete,10,7,37.559,35.235,43.692,1.994
redbench_krid,rbk_0365_ceb_3a_3a99,complete,10,3,43.161,41.754,51.333,3.745
redbench_krid,rbk_0366_ceb_3a_3a990,complete,10,4,29.688,29.346,31.061,1.047
redbench_krid,rbk_0367_ceb_3a_3a991,complete,10,4,43.706,41.198,51.240,3.660
redbench_krid,rbk_0368_ceb_3a_3a992,complete,10,6,92.456,87.930,104.652,6.866
redbench_krid,rbk_0369_ceb_3a_3a993,complete,10,6,61.710,56.473,70.561,7.358
redbench_krid,rbk_0370_ceb_3a_3a994,complete,10,7,53.399,49.943,56.390,2.990
redbench_krid,rbk_0371_ceb_3a_3a995,complete,10,8,69.772,67.068,74.748,4.090
redbench_krid,rbk_0372_ceb_3a_3a996,complete,10,12,36.659,36.148,44.405,1.880
redbench_krid,rbk_0373_ceb_3a_3a997,complete,10,22,45.129,44.242,48.163,1.191
redbench_krid,rbk_0374_ceb_3a_3a998,complete,10,31,47.971,45.520,50.473,1.455
redbench_krid,rbk_0375_ceb_3a_3a999,complete,10,19,63.013,60.218,68.346,5.824
redbench_krid,rbk_0376_ceb_3b_e59adca312bd6d35e2e139ec1ce22ced26a5dbdc,complete,10,1,74.206,67.541,82.853,3.803
redbench_krid,rbk_0377_ceb_3b_e6b9fdcfc3f87025a316ff7ed981878b9dd458e4,complete,10,3,87.615,80.262,92.334,4.058
redbench_krid,rbk_0378_ceb_3b_e7df59717446feb4b552dafd46eb677464a2be03,complete,10,3,71.441,65.044,74.413,5.770
redbench_krid,rbk_0379_ceb_3b_e8cfae962037af8db58adbfabfe5991f6182672b,complete,10,3,109.310,87.515,119.653,9.003
redbench_krid,rbk_0380_ceb_3b_ead3ecaa953bc3b749c551fd7281ab14bc790f2e,complete,10,3,101.528,100.096,109.146,3.351
redbench_krid,rbk_0381_ceb_3b_eb08f12ab91c3393853ad0759149296ed031caa4,complete,10,5,104.523,99.047,110.002,3.581
redbench_krid,rbk_0382_ceb_3b_ebbea92fdee71475d0a8fbad30943a58addb7a06,complete,10,3,79.166,71.432,89.008,9.113
redbench_krid,rbk_0383_ceb_3b_ec2b4cc710cf44fc3fde234849e15a1ed7acaba3,complete,10,4,110.627,104.420,116.169,3.132
redbench_krid,rbk_0384_ceb_3b_efb0d163b7120b2071034bdfb643141b6881021a,complete,10,6,100.362,96.801,103.273,1.964
redbench_krid,rbk_0385_ceb_3b_f0ab88ea73f80c504d9c1f7b589e23f31afa1711,complete,10,6,84.175,79.754,86.417,5.188
redbench_krid,rbk_0386_ceb_3b_f161cc61f4db0dabb4c83e8326076e65f06ae0b2,complete,10,2,114.004,110.709,120.227,4.213
redbench_krid,rbk_0387_ceb_3b_f22f79bc744b76708a4df0b54667d603e0b3d9ce,complete,10,2,104.811,102.743,110.950,4.145
redbench_krid,rbk_0388_ceb_3b_f3f84c3944f4fb5d1233e5289d7d51cbc9340189,complete,10,3,102.534,82.777,108.831,5.358
redbench_krid,rbk_0389_ceb_3b_f6c6843d0c764b97b771f567c9c583c77643a297,complete,10,2,94.484,88.213,102.154,8.754
redbench_krid,rbk_0390_ceb_3b_f72ae1e9e69a0ac1ec1151bbe0eafd97812bd617,complete,10,7,105.030,102.730,113.240,1.718
redbench_krid,rbk_0391_ceb_3b_f7513857db703140b1d5efcead290c35052d39bc,complete,10,3,89.136,85.462,92.875,2.743
redbench_krid,rbk_0392_ceb_3b_f99e0814bf150936022d6c4ffdea46e5b8954c35,complete,10,8,97.121,76.658,105.090,5.241
redbench_krid,rbk_0393_ceb_3b_faa74ba0386680d13e4895a49ee5f8ccdbb5c2f9,complete,10,7,86.618,82.902,93.281,2.968
redbench_krid,rbk_0394_ceb_3b_fc6056da9af2dfcc071373f82d93dad97111ca5d,complete,10,7,102.888,100.175,106.276,3.234
redbench_krid,rbk_0395_ceb_3b_feeb0bec5b80d5409d1c420e000ea0e8c6cec6ba,complete,10,11,99.541,95.436,105.793,5.523
redbench_krid,rbk_0396_ceb_3b_ff7b376cf38c8e80ec4ed702f956a20b23144109,complete,10,7,116.450,96.754,128.874,8.310
redbench_krid,rbk_0397_ceb_3b_ff942a1052c1a10be7e152823a06322c07a314a3,complete,10,23,100.805,98.628,106.472,2.166
redbench_krid,rbk_0398_ceb_5a_5a959,complete,10,1,89.049,81.940,94.246,6.469
redbench_krid,rbk_0399_ceb_5a_5a96,complete,10,1,58.120,57.006,59.038,0.953
redbench_krid,rbk_0400_ceb_5a_5a960,complete,10,1,96.277,89.969,101.746,2.476
redbench_krid,rbk_0401_ceb_5a_5a961,complete,10,1,100.767,97.253,110.074,4.368
redbench_krid,rbk_0402_ceb_5a_5a962,complete,10,1,98.886,94.815,106.565,3.279
redbench_krid,rbk_0403_ceb_5a_5a963,complete,10,1,93.340,87.989,97.038,6.051
redbench_krid,rbk_0404_ceb_5a_5a964,complete,10,1,62.944,61.958,63.886,1.033
redbench_krid,rbk_0405_ceb_5a_5a965,complete,10,1,104.242,100.809,127.425,4.354
redbench_krid,rbk_0406_ceb_5a_5a966,complete,10,1,105.056,97.012,108.655,3.714
redbench_krid,rbk_0407_ceb_5a_5a967,complete,10,1,80.673,75.744,84.164,0.712
redbench_krid,rbk_0408_ceb_5a_5a968,complete,10,1,100.583,91.122,105.580,3.089
redbench_krid,rbk_0409_ceb_5a_5a969,complete,10,1,79.121,77.656,85.074,2.949
redbench_krid,rbk_0410_ceb_5a_5a97,complete,10,1,135.954,130.200,142.310,5.584
redbench_krid,rbk_0411_ceb_5a_5a970,complete,10,1,94.519,88.362,131.145,6.296
redbench_krid,rbk_0412_ceb_5a_5a971,complete,10,1,115.050,109.932,122.041,1.541
redbench_krid,rbk_0413_ceb_5a_5a972,complete,10,1,72.648,70.419,123.026,2.039
redbench_krid,rbk_0414_ceb_5a_5a973,complete,10,1,86.969,79.386,96.499,4.740
redbench_krid,rbk_0415_ceb_5a_5a974,complete,10,1,69.018,66.533,73.042,4.014
redbench_krid,rbk_0416_ceb_5a_5a975,complete,10,1,90.816,83.569,100.315,5.770
redbench_krid,rbk_0417_ceb_5a_5a976,complete,10,1,110.505,105.551,124.058,5.478
redbench_krid,rbk_0418_ceb_5a_5a977,complete,10,1,81.776,75.079,88.921,3.140
redbench_krid,rbk_0419_ceb_5a_5a978,complete,10,1,70.927,67.836,79.752,1.370
redbench_krid,rbk_0420_ceb_5a_5a979,complete,10,1,76.082,71.757,85.788,3.300
redbench_krid,rbk_0421_ceb_5a_5a98,complete,10,1,92.447,86.424,97.903,3.957
redbench_krid,rbk_0422_ceb_5a_5a980,complete,10,1,94.494,91.378,102.543,1.541
redbench_krid,rbk_0423_ceb_5a_5a981,complete,10,1,83.855,73.584,85.480,4.040
redbench_krid,rbk_0424_ceb_5a_5a982,complete,10,1,100.924,97.094,106.873,3.240
redbench_krid,rbk_0425_ceb_5a_5a983,complete,10,1,84.110,80.557,89.000,3.129
redbench_krid,rbk_0426_ceb_5a_5a984,complete,10,6,98.510,95.033,103.537,3.721
redbench_krid,rbk_0427_ceb_5a_5a985,complete,10,3,81.111,77.304,85.017,4.226
redbench_krid,rbk_0428_ceb_5a_5a986,complete,10,3,38.945,37.287,41.579,1.565
redbench_krid,rbk_0429_ceb_5a_5a987,complete,10,3,82.017,77.047,86.618,1.709
redbench_krid,rbk_0430_ceb_5a_5a988,complete,10,2,103.540,89.689,109.514,4.769
redbench_krid,rbk_0431_ceb_5a_5a989,complete,10,8,85.249,81.137,87.839,2.551
redbench_krid,rbk_0432_ceb_5a_5a99,complete,10,4,89.428,87.080,93.164,2.358
redbench_krid,rbk_0433_ceb_5a_5a990,complete,10,3,107.963,99.745,115.597,5.596
redbench_krid,rbk_0434_ceb_5a_5a991,complete,10,4,72.618,67.000,78.083,1.710
redbench_krid,rbk_0435_ceb_5a_5a992,complete,10,3,105.514,100.100,111.940,3.656
redbench_krid,rbk_0436_ceb_5a_5a993,complete,10,2,98.682,88.234,106.405,1.620
redbench_krid,rbk_0437_ceb_5a_5a994,complete,10,7,116.952,109.299,130.624,3.804
redbench_krid,rbk_0438_ceb_5a_5a995,complete,10,10,120.138,111.100,129.569,7.127
redbench_krid,rbk_0439_ceb_5a_5a996,complete,10,9,88.409,82.924,92.809,4.863
redbench_krid,rbk_0440_ceb_5a_5a997,complete,10,10,97.723,91.578,103.875,3.817
redbench_krid,rbk_0441_ceb_5a_5a998,complete,10,11,79.773,73.144,82.509,2.136
redbench_krid,rbk_0442_ceb_5a_5a999,complete,10,12,69.540,66.236,71.861,1.662
redbench_krid,rbk_0443_ceb_8a_8a441,complete,10,3,37.047,35.787,39.303,1.061
redbench_krid,rbk_0444_ceb_8a_8a442,complete,10,3,80.788,71.776,83.687,5.259
redbench_krid,rbk_0445_ceb_8a_8a443,complete,10,3,58.486,50.859,62.065,1.984
redbench_krid,rbk_0446_ceb_8a_8a444,complete,10,1,146.406,129.530,160.526,12.049
redbench_krid,rbk_0447_ceb_8a_8a445,complete,10,4,172.915,143.350,196.064,21.536
redbench_krid,rbk_0448_ceb_8a_8a446,complete,10,3,70.186,65.734,75.382,4.428
redbench_krid,rbk_0449_ceb_8a_8a447,complete,10,3,24.462,23.096,27.009,1.558
redbench_krid,rbk_0450_ceb_8a_8a448,complete,10,2,97.728,88.934,103.171,6.350
redbench_krid,rbk_0451_ceb_8a_8a449,complete,10,2,28.625,27.504,31.976,1.231
redbench_krid,rbk_0452_ceb_8a_8a45,complete,10,2,33.681,29.827,36.563,3.752
redbench_krid,rbk_0453_ceb_8a_8a450,complete,10,2,55.850,52.877,60.283,4.510
redbench_krid,rbk_0454_ceb_8a_8a451,complete,10,1,48.620,38.490,51.282,1.584
redbench_krid,rbk_0455_ceb_8a_8a452,complete,10,3,143.816,124.561,153.231,11.273
redbench_krid,rbk_0456_ceb_8a_8a453,complete,10,1,33.220,27.901,47.570,6.575
redbench_krid,rbk_0457_ceb_8a_8a454,complete,10,2,76.096,63.442,102.618,13.412
redbench_krid,rbk_0458_ceb_8a_8a455,complete,10,3,183.633,168.888,207.286,18.200
redbench_krid,rbk_0459_ceb_8a_8a456,complete,10,3,34.431,33.111,43.018,3.648
redbench_krid,rbk_0460_ceb_8a_8a457,complete,10,1,22.470,19.485,32.515,6.184
redbench_krid,rbk_0461_ceb_8a_8a458,complete,10,1,128.930,108.107,138.174,8.593
redbench_krid,rbk_0462_ceb_8a_8a459,complete,10,1,88.573,68.936,93.763,16.369
redbench_krid,rbk_0463_ceb_8a_8a46,complete,10,3,145.868,138.009,162.634,13.635
redbench_krid,rbk_0464_ceb_8a_8a460,complete,10,2,151.198,126.395,169.927,16.634
redbench_krid,rbk_0465_ceb_8a_8a461,complete,10,1,48.430,46.474,55.336,3.588
redbench_krid,rbk_0466_ceb_8a_8a462,complete,10,3,17.341,16.599,18.426,0.620
redbench_krid,rbk_0467_ceb_8a_8a463,complete,10,3,82.469,69.309,86.408,7.429
redbench_krid,rbk_0468_ceb_8a_8a464,complete,10,2,40.698,39.649,45.845,2.136
redbench_krid,rbk_0469_ceb_8a_8a465,complete,10,3,87.583,79.952,96.270,1.288
redbench_krid,rbk_0470_ceb_8a_8a466,complete,10,1,21.736,20.510,29.997,0.736
redbench_krid,rbk_0471_ceb_8a_8a467,complete,10,3,46.115,43.798,49.996,2.625
redbench_krid,rbk_0472_ceb_8a_8a468,complete,10,3,34.846,33.325,39.738,1.813
redbench_krid,rbk_0473_ceb_8a_8a469,complete,10,5,74.162,62.563,88.847,14.834
redbench_krid,rbk_0474_ceb_8a_8a47,complete,10,3,231.572,205.806,236.090,9.702
redbench_krid,rbk_0475_ceb_8a_8a470,complete,10,3,160.482,150.093,185.469,13.467
redbench_krid,rbk_0476_ceb_8a_8a471,complete,10,3,27.986,25.450,30.025,2.037
redbench_krid,rbk_0477_ceb_8a_8a472,complete,10,5,101.474,89.555,114.551,9.312
redbench_krid,rbk_0478_ceb_8a_8a473,complete,10,1,92.925,88.109,111.262,9.090
redbench_krid,rbk_0479_ceb_8a_8a474,complete,10,2,24.505,21.639,27.091,2.224
redbench_krid,rbk_0480_ceb_8a_8a475,complete,10,1,37.046,33.492,38.790,3.555
redbench_krid,rbk_0481_ceb_8a_8a476,complete,10,3,140.030,115.581,155.023,21.796
redbench_krid,rbk_0482_ceb_8a_8a477,complete,10,3,81.903,68.598,93.587,10.784
redbench_krid,rbk_0483_ceb_8a_8a478,complete,10,2,395.459,387.039,407.592,3.502
redbench_krid,rbk_0484_ceb_8a_8a479,complete,10,3,69.073,57.684,75.278,9.236
redbench_krid,rbk_0485_ceb_8a_8a48,complete,10,1,39.426,34.447,42.684,2.633
redbench_krid,rbk_0486_ceb_8a_8a480,complete,10,3,309.008,278.392,320.556,25.081
redbench_krid,rbk_0487_ceb_8a_8a481,complete,10,3,115.660,91.131,150.464,12.065
redbench_krid,rbk_0488_ceb_8a_8a482,complete,10,1,28.283,24.221,44.881,3.060
redbench_krid,rbk_0489_ceb_8a_8a483,complete,10,2,30.276,28.879,36.319,1.453
redbench_krid,rbk_0490_ceb_8a_8a484,complete,10,3,82.314,71.406,129.613,5.040
redbench_krid,rbk_0491_ceb_8a_8a485,complete,10,1,69.160,61.249,92.312,5.893
redbench_krid,rbk_0492_ceb_8a_8a486,complete,10,1,128.218,110.209,148.323,21.660
redbench_krid,rbk_0493_ceb_8a_8a487,complete,10,1,61.216,52.210,72.345,10.014
redbench_krid,rbk_0494_ceb_8a_8a488,complete,10,2,41.430,38.898,47.496,1.925
redbench_krid,rbk_0495_ceb_8a_8a489,complete,10,1,39.225,37.493,41.557,1.653
redbench_krid,rbk_0496_ceb_8a_8a49,complete,10,3,43.352,40.610,51.056,1.893
redbench_krid,rbk_0497_ceb_8a_8a490,complete,10,2,88.570,82.902,97.922,7.073
redbench_krid,rbk_0498_ceb_8a_8a491,complete,10,1,43.731,41.491,61.441,2.128
redbench_krid,rbk_0499_ceb_8a_8a492,complete,10,3,52.209,49.452,56.473,2.909
redbench_krid,rbk_0500_ceb_8a_8a493,complete,10,3,34.067,31.890,38.923,1.709
redbench_krid,rbk_0501_ceb_8a_8a494,complete,10,2,31.349,27.918,32.009,0.887
redbench_krid,rbk_0502_ceb_8a_8a495,complete,10,1,33.152,29.600,39.945,2.616
redbench_krid,rbk_0503_ceb_8a_8a496,complete,10,2,120.252,100.754,138.587,7.891
redbench_krid,rbk_0504_ceb_8a_8a497,complete,10,1,34.168,30.832,36.797,4.411
redbench_krid,rbk_0505_ceb_8a_8a498,complete,10,3,114.512,92.856,124.285,10.472
redbench_krid,rbk_0506_ceb_8a_8a499,complete,10,3,39.287,34.866,42.330,2.502
redbench_krid,rbk_0507_ceb_8a_8a5,complete,10,4,60.169,57.855,73.701,4.386
redbench_krid,rbk_0508_ceb_8a_8a50,complete,10,1,38.080,36.301,40.111,2.028
redbench_krid,rbk_0509_ceb_8a_8a500,complete,10,2,44.014,40.809,48.869,2.410
redbench_krid,rbk_0510_ceb_8a_8a501,complete,10,1,34.277,32.448,36.729,1.166
redbench_krid,rbk_0511_ceb_8a_8a502,complete,10,2,29.194,26.703,31.864,2.477
redbench_krid,rbk_0512_ceb_8a_8a503,complete,10,4,58.627,55.573,64.457,3.551
redbench_krid,rbk_0513_ceb_8a_8a504,complete,10,5,239.966,202.032,260.769,15.924
redbench_krid,rbk_0514_ceb_8a_8a505,complete,10,3,28.215,23.945,52.674,11.973
redbench_krid,rbk_0515_ceb_8a_8a506,complete,10,3,28.905,22.924,30.394,1.758
redbench_krid,rbk_0516_ceb_8a_8a507,complete,10,1,33.617,31.834,62.423,12.704
