suite,query_id,phase,latency_ms,status,n_rows,err
redbench,q0554,measured,1.878,ok,0,
redbench,q0558,measured,2.121,ok,0,
redbench,q0572,measured,1.439,ok,0,
redbench,q0574,measured,1.395,ok,0,
redbench,q0575,measured,2.549,ok,0,
redbench,q0594,measured,1.454,ok,0,
redbench,q0596,measured,4.489,ok,0,
redbench,q0597,measured,2.045,ok,0,
redbench,q0601,measured,2.379,ok,0,
redbench,q0608,measured,1.649,ok,0,
redbench,q0614,measured,,error,0,"Parser Error: unterminated quoted string at or near ""'''Bethany'' (? - ?)""

LINE 1: ...' AND person_id = '1700582' AND info_type_id = '24' AND info = '''Bethany"
redbench,q0618,measured,2.681,ok,0,
redbench,q0622,measured,51.126,ok,0,
redbench,q0623,measured,47.736,ok,0,
redbench,q0624,measured,129.002,ok,0,
redbench,q0625,measured,4.393,ok,0,
redbench,q0629,measured,2.326,ok,0,
redbench,q0632,measured,1.625,ok,0,
redbench,q0637,measured,2.870,ok,0,
redbench,q0638,measured,1.960,ok,0,
redbench,q0644,measured,1.321,ok,0,
redbench,q0647,measured,76.240,ok,0,
redbench,q0649,measured,4.272,ok,0,
redbench,q0652,measured,1.512,ok,0,
redbench,q0662,measured,2.644,ok,0,
redbench,q0664,measured,1.462,ok,0,
redbench,q0666,measured,42.318,ok,0,
redbench,q0672,measured,3.026,ok,0,
redbench,q0673,measured,2.033,ok,0,
redbench,q0675,measured,1.421,ok,0,
redbench,q0678,measured,2.226,ok,0,
redbench,q0682,measured,1.383,ok,0,
redbench,q0693,measured,1.445,ok,0,
redbench,q0695,measured,29.581,ok,0,
redbench,q0698,measured,1.964,ok,0,
redbench,q0708,measured,4.409,ok,0,
redbench,q0711,measured,1.566,ok,0,
redbench,q0714,measured,1.474,ok,0,
redbench,q0720,measured,2.824,ok,0,
redbench,q0744,measured,2.343,ok,0,
redbench,q0757,measured,1.447,ok,0,
redbench,q0763,measured,2.781,ok,0,
redbench,q0772,measured,2.489,ok,0,
redbench,q0776,measured,2.474,ok,0,
redbench,q0783,measured,2.267,ok,0,
redbench,q0789,measured,32.179,ok,0,
redbench,q0791,measured,2.766,ok,0,
redbench,q0793,measured,1.492,ok,0,
redbench,q0820,measured,1.981,ok,0,
redbench,q0825,measured,1.527,ok,0,
redbench,q0826,measured,4.007,ok,0,
redbench,q0833,measured,1.477,ok,0,
redbench,q0840,measured,56.959,ok,0,
redbench,q0844,measured,46.639,ok,0,
redbench,q0845,measured,47.650,ok,0,
redbench,q0849,measured,33.217,ok,0,
redbench,q0853,measured,5.095,ok,0,
redbench,q0868,measured,1.777,ok,0,
redbench,q0870,measured,3.345,ok,0,
redbench,q0873,measured,3.166,ok,0,
redbench,q0875,measured,2.120,ok,0,
redbench,q0877,measured,5.264,ok,0,
redbench,q0879,measured,2.636,ok,0,
redbench,q0886,measured,5.042,ok,0,
redbench,q0888,measured,2.166,ok,0,
redbench,q0891,measured,2.900,ok,0,
redbench,q0892,measured,1.968,ok,0,
redbench,q0895,measured,1.501,ok,0,
redbench,q0897,measured,4.562,ok,0,
redbench,q0899,measured,2.796,ok,0,
redbench,q0906,measured,1.429,ok,0,
redbench,q0914,measured,3.216,ok,0,
redbench,q0917,measured,3.416,ok,0,
redbench,q0921,measured,1.627,ok,0,
redbench,q0924,measured,3.346,ok,0,
redbench,q0929,measured,1.990,ok,0,
redbench,q0931,measured,1.676,ok,0,
redbench,q0937,measured,3.717,ok,0,
redbench,q0943,measured,3.178,ok,0,
redbench,q0950,measured,1.608,ok,0,
redbench,q0954,measured,3.625,ok,0,
redbench,q0955,measured,2.392,ok,0,
redbench,q0958,measured,2.720,ok,0,
redbench,q0959,measured,1.487,ok,0,
redbench,q0961,measured,1.494,ok,0,
redbench,q0971,measured,1.592,ok,0,
redbench,q0974,measured,2.846,ok,0,
redbench,q0989,measured,2.900,ok,0,
redbench,q0991,measured,1.459,ok,0,
redbench,q0992,measured,3.235,ok,0,
redbench,q0999,measured,1.486,ok,0,
