variant,tier,engine,query_id,median_ms,n_success
skew_only,low,duckdb,query_9,239.5,10
skew_only,low,duckdb,query_10,578.0,10
skew_only,low,duckdb,query_11,224.0,10
skew_only,low,duckdb,query_12,239.5,10
skew_only,low,duckdb,query_13,129.5,10
skew_only,low,duckdb,query_14,188.0,10
skew_only,low,duckdb,query_15,203.5,10
skew_only,low,duckdb,query_17,221.0,10
skew_only,low,duckdb,query_18,217.0,10
skew_only,low,duckdb,query_20,446.0,10
skew_only,low,duckdb,query_21,922.5,10
skew_only,low,duckdb,query_22,237.0,10
skew_only,low,duckdb,query_23,666.0,10
skew_only,low,duckdb,query_24,203.0,10
skew_only,low,duckdb,query_25,140.5,10
skew_only,low,duckdb,query_26,336.5,10
skew_only,low,duckdb,query_27,201.0,10
skew_only,low,duckdb,query_28,303.5,10
skew_only,low,duckdb,query_30,337.0,10
skew_only,low,duckdb,query_31,235.0,10
skew_only,low,duckdb,query_32,290.5,10
skew_only,low,duckdb,query_33,279.5,10
skew_only,low,duckdb,query_35,1165.0,10
skew_only,low,duckdb,query_36,285.5,10
skew_only,low,duckdb,query_37,317.0,10
skew_only,low,duckdb,query_39,355.5,10
skew_only,low,duckdb,query_40,110.5,10
skew_only,low,duckdb,query_41,376.5,10
skew_only,low,duckdb,query_42,489.5,10
skew_only,low,duckdb,query_43,375.0,10
skew_only,low,duckdb,query_44,163.5,10
skew_only,low,duckdb,query_45,280.0,10
skew_only,low,duckdb,query_46,1394.5,10
skew_only,low,duckdb,query_47,612.0,10
skew_only,low,duckdb,query_48,424.0,10
skew_only,low,duckdb,query_49,160.0,10
skew_only,low,duckdb,query_50,253.0,10
skew_only,low,duckdb,query_51,466.0,10
skew_only,low,duckdb,query_52,263.5,10
skew_only,low,duckdb,query_53,351.5,10
skew_only,low,duckdb,query_54,285.5,10
skew_only,low,duckdb,query_55,1263.0,10
skew_only,low,duckdb,query_56,255.0,10
skew_only,low,duckdb,query_57,197.5,10
skew_only,low,duckdb,query_58,237.5,10
skew_only,low,duckdb,query_59,317.5,10
skew_only,low,duckdb,query_60,271.0,10
skew_only,low,duckdb,query_61,277.5,10
skew_only,low,duckdb,query_62,124.0,10
skew_only,low,duckdb,query_63,533.0,10
skew_only,low,duckdb,query_64,165.5,10
skew_only,low,duckdb,query_65,132.5,10
skew_only,low,duckdb,query_66,257.0,10
skew_only,low,duckdb,query_67,194.0,10
skew_only,low,duckdb,query_68,445.5,10
skew_only,low,duckdb,query_69,567.0,10
skew_only,low,duckdb,query_70,296.0,10
skew_only,low,duckdb,query_71,492.5,10
skew_only,low,duckdb,query_73,246.5,10
skew_only,low,duckdb,query_74,266.0,10
skew_only,low,duckdb,query_75,230.0,10
skew_only,low,duckdb,query_76,321.5,10
skew_only,low,duckdb,query_77,282.5,10
skew_only,low,duckdb,query_79,208.0,10
skew_only,low,duckdb,query_80,118.0,10
skew_only,low,duckdb,query_81,273.0,10
skew_only,low,duckdb,query_82,175.5,10
skew_only,low,duckdb,query_83,261.5,10
skew_only,low,duckdb,query_84,259.0,10
skew_only,low,duckdb,query_85,219.0,10
skew_only,low,duckdb,query_86,163.0,10
skew_only,low,duckdb,query_87,379.0,10
skew_only,low,duckdb,query_88,258.5,10
skew_only,low,duckdb,query_89,281.0,10
skew_only,low,duckdb,query_91,292.0,10
skew_only,low,duckdb,query_92,282.0,10
skew_only,low,duckdb,query_93,592.0,10
skew_only,low,duckdb,query_94,242.0,10
skew_only,low,duckdb,query_95,281.5,10
skew_only,low,duckdb,query_97,222.5,10
skew_only,low,duckdb,query_98,367.5,10
skew_only,low,duckdb,query_99,335.0,10
skew_only,low,duckdb,query_union_U2,181.5,10
skew_only,low,duckdb,query_union_U5,265.5,10
skew_only,low,duckdb,query_union_U10,587.0,10
skew_only,low,duckdb,query_union_U20,1119.0,10
skew_only,low,duckdb,query_union_U200,11167.5,10
skew_only,low,monetdb,query_1,34.0,10
skew_only,low,monetdb,query_2,373.5,10
skew_only,low,monetdb,query_3,5933.5,10
skew_only,low,monetdb,query_4,107.5,10
skew_only,low,monetdb,query_5,7122.0,10
skew_only,low,monetdb,query_6,8070.5,10
skew_only,low,monetdb,query_7,57.5,10
skew_only,low,monetdb,query_8,120.0,10
skew_only,low,monetdb,query_9,785.5,10
skew_only,low,monetdb,query_10,9951.5,10
skew_only,low,monetdb,query_11,14.5,10
skew_only,low,monetdb,query_12,126.0,10
skew_only,low,monetdb,query_13,53.5,10
skew_only,low,monetdb,query_14,403.0,10
skew_only,low,monetdb,query_15,71.0,10
skew_only,low,monetdb,query_17,284.0,10
skew_only,low,monetdb,query_18,46.5,10
skew_only,low,monetdb,query_20,711.5,10
skew_only,low,monetdb,query_21,14.5,10
skew_only,low,monetdb,query_22,102.5,10
skew_only,low,monetdb,query_23,291.0,10
skew_only,low,monetdb,query_24,158.0,10
skew_only,low,monetdb,query_25,78.5,10
skew_only,low,monetdb,query_26,543.0,10
skew_only,low,monetdb,query_27,69.0,10
skew_only,low,monetdb,query_28,271.0,10
skew_only,low,monetdb,query_30,826.0,10
skew_only,low,monetdb,query_31,47.0,10
skew_only,low,monetdb,query_32,185.0,10
skew_only,low,monetdb,query_33,140.5,10
skew_only,low,monetdb,query_35,11363.0,10
skew_only,low,monetdb,query_36,81.0,10
skew_only,low,monetdb,query_37,229.5,10
skew_only,low,monetdb,query_39,151.5,10
skew_only,low,monetdb,query_40,41.0,10
skew_only,low,monetdb,query_41,1343.5,10
skew_only,low,monetdb,query_42,599.5,10
skew_only,low,monetdb,query_43,3421.0,10
skew_only,low,monetdb,query_44,39.0,10
skew_only,low,monetdb,query_45,216.5,10
skew_only,low,monetdb,query_46,7967.5,10
skew_only,low,monetdb,query_47,828.5,10
skew_only,low,monetdb,query_48,3573.5,10
skew_only,low,monetdb,query_49,111.5,10
skew_only,low,monetdb,query_50,944.0,10
skew_only,low,monetdb,query_51,1683.5,10
skew_only,low,monetdb,query_52,1119.5,10
skew_only,low,monetdb,query_53,760.5,10
skew_only,low,monetdb,query_54,1256.5,10
skew_only,low,monetdb,query_55,6679.0,10
skew_only,low,monetdb,query_56,110.0,10
skew_only,low,monetdb,query_57,54.5,10
skew_only,low,monetdb,query_58,143.5,10
skew_only,low,monetdb,query_59,117.0,10
skew_only,low,monetdb,query_60,146.0,10
skew_only,low,monetdb,query_61,147.0,10
skew_only,low,monetdb,query_62,27.0,10
skew_only,low,monetdb,query_63,131.0,10
skew_only,low,monetdb,query_64,61.0,10
skew_only,low,monetdb,query_65,58.0,10
skew_only,low,monetdb,query_66,86.5,10
skew_only,low,monetdb,query_67,75.0,10
skew_only,low,monetdb,query_68,3996.5,10
skew_only,low,monetdb,query_69,9904.5,10
skew_only,low,monetdb,query_70,329.0,10
skew_only,low,monetdb,query_71,1502.0,10
skew_only,low,monetdb,query_73,79.0,10
skew_only,low,monetdb,query_74,83.0,10
skew_only,low,monetdb,query_75,61.0,10
skew_only,low,monetdb,query_76,1528.5,10
skew_only,low,monetdb,query_77,1330.0,10
skew_only,low,monetdb,query_79,67.0,10
skew_only,low,monetdb,query_80,29.0,10
skew_only,low,monetdb,query_81,91.0,10
skew_only,low,monetdb,query_82,45.5,10
skew_only,low,monetdb,query_83,39.0,10
skew_only,low,monetdb,query_84,1592.5,10
skew_only,low,monetdb,query_85,107.5,10
skew_only,low,monetdb,query_86,1055.0,10
skew_only,low,monetdb,query_87,2347.5,10
skew_only,low,monetdb,query_88,90.5,10
skew_only,low,monetdb,query_89,221.0,10
skew_only,low,monetdb,query_91,101.0,10
skew_only,low,monetdb,query_92,80.0,10
skew_only,low,monetdb,query_93,3318.5,10
skew_only,low,monetdb,query_94,484.0,10
skew_only,low,monetdb,query_95,88.5,10
skew_only,low,monetdb,query_97,38.5,10
skew_only,low,monetdb,query_98,784.0,10
skew_only,low,monetdb,query_99,89.5,10
skew_only,low,monetdb,query_union_U2,1027.0,10
skew_only,low,monetdb,query_union_U5,2571.5,10
skew_only,low,monetdb,query_union_U10,7180.0,10
skew_only,low,monetdb,query_union_U20,15293.5,10
skew_only,low,monetdb,query_union_U200,204541.0,10
sparsity_only,low,cedardb,query_1,50.5,10
sparsity_only,low,cedardb,query_2,611.5,10
sparsity_only,low,cedardb,query_3,684.0,10
sparsity_only,low,cedardb,query_4,102.5,10
sparsity_only,low,cedardb,query_5,125.0,10
sparsity_only,low,cedardb,query_6,136.0,10
sparsity_only,low,cedardb,query_7,64.0,10
sparsity_only,low,cedardb,query_8,138.0,10
sparsity_only,low,cedardb,query_9,153.0,10
sparsity_only,low,cedardb,query_10,337.0,10
sparsity_only,low,cedardb,query_11,89.5,10
sparsity_only,low,cedardb,query_12,110.0,10
sparsity_only,low,cedardb,query_13,48.5,10
sparsity_only,low,cedardb,query_14,126.0,10
sparsity_only,low,cedardb,query_15,56.5,10
sparsity_only,low,cedardb,query_17,69.0,10
sparsity_only,low,cedardb,query_18,83.5,10
sparsity_only,low,cedardb,query_20,151.5,10
sparsity_only,low,cedardb,query_21,134.0,10
sparsity_only,low,cedardb,query_22,108.5,10
sparsity_only,low,cedardb,query_23,119.5,10
sparsity_only,low,cedardb,query_24,106.0,10
sparsity_only,low,cedardb,query_25,60.0,10
sparsity_only,low,cedardb,query_26,84.5,10
sparsity_only,low,cedardb,query_27,86.0,10
sparsity_only,low,cedardb,query_28,101.0,10
sparsity_only,low,cedardb,query_30,1286.0,10
sparsity_only,low,cedardb,query_31,83.0,10
sparsity_only,low,cedardb,query_32,271.0,10
sparsity_only,low,cedardb,query_33,86.0,10
sparsity_only,low,cedardb,query_35,516.0,10
sparsity_only,low,cedardb,query_36,202.0,10
sparsity_only,low,cedardb,query_37,149.0,10
sparsity_only,low,cedardb,query_39,80.5,10
sparsity_only,low,cedardb,query_40,55.5,10
sparsity_only,low,cedardb,query_41,196.5,10
sparsity_only,low,cedardb,query_42,471.0,10
sparsity_only,low,cedardb,query_43,91.5,10
sparsity_only,low,cedardb,query_44,62.5,10
sparsity_only,low,cedardb,query_45,203.0,10
sparsity_only,low,cedardb,query_46,731.5,10
sparsity_only,low,cedardb,query_47,401.0,10
sparsity_only,low,cedardb,query_48,490.5,10
sparsity_only,low,cedardb,query_49,102.0,10
sparsity_only,low,cedardb,query_50,111.5,10
sparsity_only,low,cedardb,query_51,203.0,10
sparsity_only,low,cedardb,query_52,137.0,10
sparsity_only,low,cedardb,query_53,110.0,10
sparsity_only,low,cedardb,query_54,2131.5,10
sparsity_only,low,cedardb,query_55,1737.5,10
sparsity_only,low,cedardb,query_56,145.5,10
sparsity_only,low,cedardb,query_57,66.0,10
sparsity_only,low,cedardb,query_58,84.5,10
sparsity_only,low,cedardb,query_59,167.0,10
sparsity_only,low,cedardb,query_60,86.5,10
sparsity_only,low,cedardb,query_61,83.0,10
sparsity_only,low,cedardb,query_62,86.5,10
sparsity_only,low,cedardb,query_63,102.5,10
sparsity_only,low,cedardb,query_64,70.5,10
sparsity_only,low,cedardb,query_65,65.5,10
sparsity_only,low,cedardb,query_66,95.5,10
sparsity_only,low,cedardb,query_67,57.0,10
sparsity_only,low,cedardb,query_68,146.5,10
sparsity_only,low,cedardb,query_69,2600.0,10
sparsity_only,low,cedardb,query_70,1019.0,10
sparsity_only,low,cedardb,query_71,274.5,10
sparsity_only,low,cedardb,query_73,75.0,10
sparsity_only,low,cedardb,query_74,70.0,10
sparsity_only,low,cedardb,query_75,87.5,10
sparsity_only,low,cedardb,query_76,195.0,10
sparsity_only,low,cedardb,query_77,1917.5,10
sparsity_only,low,cedardb,query_79,61.0,10
sparsity_only,low,cedardb,query_80,51.5,10
sparsity_only,low,cedardb,query_81,84.0,10
sparsity_only,low,cedardb,query_82,71.5,10
sparsity_only,low,cedardb,query_83,103.0,10
sparsity_only,low,cedardb,query_84,128.0,10
sparsity_only,low,cedardb,query_85,189.0,10
sparsity_only,low,cedardb,query_86,80.0,10
sparsity_only,low,cedardb,query_87,208.5,10
sparsity_only,low,cedardb,query_88,126.0,10
sparsity_only,low,cedardb,query_89,176.0,10
sparsity_only,low,cedardb,query_91,60.5,10
sparsity_only,low,cedardb,query_92,87.0,10
sparsity_only,low,cedardb,query_93,281.0,10
sparsity_only,low,cedardb,query_94,112.0,10
sparsity_only,low,cedardb,query_95,83.0,10
sparsity_only,low,cedardb,query_97,43.0,10
sparsity_only,low,cedardb,query_98,149.0,10
sparsity_only,low,cedardb,query_99,85.5,10
sparsity_only,low,cedardb,query_union_U2,932.5,10
sparsity_only,low,cedardb,query_union_U5,2426.5,10
sparsity_only,low,cedardb,query_union_U10,6786.0,10
sparsity_only,low,cedardb,query_union_U20,16176.0,10
sparsity_only,low,cedardb,query_union_U200,187637.5,10
sparsity_only,low,duckdb,query_1,120.0,10
sparsity_only,low,duckdb,query_2,353.0,10
sparsity_only,low,duckdb,query_3,827.5,10
sparsity_only,low,duckdb,query_4,244.5,10
sparsity_only,low,duckdb,query_5,254.0,10
sparsity_only,low,duckdb,query_6,413.5,10
sparsity_only,low,duckdb,query_7,130.0,10
sparsity_only,low,duckdb,query_8,281.5,10
sparsity_only,low,duckdb,query_9,234.0,10
sparsity_only,low,duckdb,query_10,608.0,10
sparsity_only,low,duckdb,query_11,208.0,10
sparsity_only,low,duckdb,query_12,240.5,10
sparsity_only,low,duckdb,query_13,131.0,10
sparsity_only,low,duckdb,query_14,184.0,10
sparsity_only,low,duckdb,query_15,203.5,10
sparsity_only,low,duckdb,query_17,227.0,10
sparsity_only,low,duckdb,query_18,226.5,10
sparsity_only,low,duckdb,query_20,472.0,10
sparsity_only,low,duckdb,query_21,911.0,10
sparsity_only,low,duckdb,query_22,241.5,10
sparsity_only,low,duckdb,query_23,655.0,10
sparsity_only,low,duckdb,query_24,202.0,10
sparsity_only,low,duckdb,query_25,139.5,10
sparsity_only,low,duckdb,query_26,348.0,10
sparsity_only,low,duckdb,query_27,207.5,10
sparsity_only,low,duckdb,query_28,293.0,10
sparsity_only,low,duckdb,query_30,339.5,10
sparsity_only,low,duckdb,query_31,230.0,10
sparsity_only,low,duckdb,query_32,289.5,10
sparsity_only,low,duckdb,query_33,287.0,10
sparsity_only,low,duckdb,query_35,1210.0,10
sparsity_only,low,duckdb,query_36,285.0,10
sparsity_only,low,duckdb,query_37,312.5,10
sparsity_only,low,duckdb,query_39,353.5,10
sparsity_only,low,duckdb,query_40,108.5,10
sparsity_only,low,duckdb,query_41,374.5,10
sparsity_only,low,duckdb,query_42,490.5,10
sparsity_only,low,duckdb,query_43,369.0,10
sparsity_only,low,duckdb,query_44,153.0,10
sparsity_only,low,duckdb,query_45,278.0,10
sparsity_only,low,duckdb,query_46,1346.0,10
sparsity_only,low,duckdb,query_47,615.5,10
sparsity_only,low,duckdb,query_48,427.5,10
sparsity_only,low,duckdb,query_49,163.0,10
sparsity_only,low,duckdb,query_50,259.5,10
sparsity_only,low,duckdb,query_51,465.0,10
sparsity_only,low,duckdb,query_52,261.0,10
sparsity_only,low,duckdb,query_53,356.0,10
sparsity_only,low,duckdb,query_54,287.0,10
sparsity_only,low,duckdb,query_55,1344.0,10
sparsity_only,low,duckdb,query_56,253.0,10
sparsity_only,low,duckdb,query_57,194.5,10
sparsity_only,low,duckdb,query_58,233.5,10
sparsity_only,low,duckdb,query_59,320.0,10
sparsity_only,low,duckdb,query_60,278.5,10
sparsity_only,low,duckdb,query_61,280.0,10
sparsity_only,low,duckdb,query_62,121.0,10
sparsity_only,low,duckdb,query_63,528.5,10
sparsity_only,low,duckdb,query_64,154.5,10
sparsity_only,low,duckdb,query_65,127.0,10
sparsity_only,low,duckdb,query_66,254.5,10
sparsity_only,low,duckdb,query_67,192.0,10
sparsity_only,low,duckdb,query_68,413.0,10
sparsity_only,low,duckdb,query_69,573.5,10
sparsity_only,low,duckdb,query_70,373.5,10
sparsity_only,low,duckdb,query_71,486.5,10
sparsity_only,low,duckdb,query_73,260.0,10
sparsity_only,low,duckdb,query_74,267.0,10
sparsity_only,low,duckdb,query_75,237.0,10
sparsity_only,low,duckdb,query_76,317.5,10
sparsity_only,low,duckdb,query_77,304.5,10
sparsity_only,low,duckdb,query_79,213.5,10
sparsity_only,low,duckdb,query_80,115.5,10
sparsity_only,low,duckdb,query_81,271.0,10
sparsity_only,low,duckdb,query_82,173.5,10
sparsity_only,low,duckdb,query_83,253.5,10
sparsity_only,low,duckdb,query_84,249.5,10
sparsity_only,low,duckdb,query_85,216.5,10
sparsity_only,low,duckdb,query_86,165.0,10
sparsity_only,low,duckdb,query_87,385.0,10
sparsity_only,low,duckdb,query_88,252.0,10
sparsity_only,low,duckdb,query_89,287.5,10
sparsity_only,low,duckdb,query_91,301.5,10
sparsity_only,low,duckdb,query_92,283.0,10
sparsity_only,low,duckdb,query_93,570.0,10
sparsity_only,low,duckdb,query_94,251.5,10
sparsity_only,low,duckdb,query_95,281.5,10
sparsity_only,low,duckdb,query_97,225.5,10
sparsity_only,low,duckdb,query_98,354.5,10
sparsity_only,low,duckdb,query_99,330.0,10
sparsity_only,low,duckdb,query_union_U2,188.0,10
sparsity_only,low,duckdb,query_union_U5,258.5,10
sparsity_only,low,duckdb,query_union_U10,562.5,10
sparsity_only,low,duckdb,query_union_U20,1104.0,10
sparsity_only,low,duckdb,query_union_U200,10874.0,10
sparsity_only,low,monetdb,query_1,36.0,10
sparsity_only,low,monetdb,query_2,407.5,10
sparsity_only,low,monetdb,query_3,6080.0,10
sparsity_only,low,monetdb,query_4,105.0,10
sparsity_only,low,monetdb,query_5,6919.5,10
sparsity_only,low,monetdb,query_6,5837.5,10
sparsity_only,low,monetdb,query_7,56.5,10
sparsity_only,low,monetdb,query_8,144.5,10
sparsity_only,low,monetdb,query_9,792.5,10
sparsity_only,low,monetdb,query_10,10675.0,10
sparsity_only,low,monetdb,query_11,16.0,10
sparsity_only,low,monetdb,query_12,119.0,10
sparsity_only,low,monetdb,query_13,66.0,10
sparsity_only,low,monetdb,query_14,487.0,10
sparsity_only,low,monetdb,query_15,73.5,10
sparsity_only,low,monetdb,query_17,245.5,10
sparsity_only,low,monetdb,query_18,45.5,10
sparsity_only,low,monetdb,query_20,684.5,10
sparsity_only,low,monetdb,query_21,17.0,10
sparsity_only,low,monetdb,query_22,130.0,10
sparsity_only,low,monetdb,query_23,313.0,10
sparsity_only,low,monetdb,query_24,164.5,10
sparsity_only,low,monetdb,query_25,76.0,10
sparsity_only,low,monetdb,query_26,655.5,10
sparsity_only,low,monetdb,query_27,78.0,10
sparsity_only,low,monetdb,query_28,265.5,10
sparsity_only,low,monetdb,query_30,836.0,10
sparsity_only,low,monetdb,query_31,46.5,10
sparsity_only,low,monetdb,query_32,192.0,10
sparsity_only,low,monetdb,query_33,141.5,10
sparsity_only,low,monetdb,query_35,14489.5,10
sparsity_only,low,monetdb,query_36,90.5,10
sparsity_only,low,monetdb,query_37,257.5,10
sparsity_only,low,monetdb,query_39,140.0,10
sparsity_only,low,monetdb,query_40,44.5,10
sparsity_only,low,monetdb,query_41,1386.0,10
sparsity_only,low,monetdb,query_42,603.0,10
sparsity_only,low,monetdb,query_43,3403.5,10
sparsity_only,low,monetdb,query_44,40.0,10
sparsity_only,low,monetdb,query_45,225.0,10
sparsity_only,low,monetdb,query_46,8913.0,10
sparsity_only,low,monetdb,query_47,965.0,10
sparsity_only,low,monetdb,query_48,3421.5,10
sparsity_only,low,monetdb,query_49,112.0,10
sparsity_only,low,monetdb,query_50,932.5,10
sparsity_only,low,monetdb,query_51,1795.0,10
sparsity_only,low,monetdb,query_52,1136.0,10
sparsity_only,low,monetdb,query_53,777.0,10
sparsity_only,low,monetdb,query_54,1344.5,10
sparsity_only,low,monetdb,query_55,6920.0,10
sparsity_only,low,monetdb,query_56,120.5,10
sparsity_only,low,monetdb,query_57,62.0,10
sparsity_only,low,monetdb,query_58,149.5,10
sparsity_only,low,monetdb,query_59,122.0,10
sparsity_only,low,monetdb,query_60,153.5,10
sparsity_only,low,monetdb,query_61,156.0,10
sparsity_only,low,monetdb,query_62,32.0,10
sparsity_only,low,monetdb,query_63,144.0,10
sparsity_only,low,monetdb,query_64,55.0,10
sparsity_only,low,monetdb,query_65,62.5,10
sparsity_only,low,monetdb,query_66,84.0,10
sparsity_only,low,monetdb,query_67,96.0,10
sparsity_only,low,monetdb,query_68,4227.5,10
sparsity_only,low,monetdb,query_69,12709.0,10
sparsity_only,low,monetdb,query_70,700.5,10
sparsity_only,low,monetdb,query_71,1604.5,10
sparsity_only,low,monetdb,query_73,80.5,10
sparsity_only,low,monetdb,query_74,86.0,10
sparsity_only,low,monetdb,query_75,46.5,10
sparsity_only,low,monetdb,query_76,1556.5,10
sparsity_only,low,monetdb,query_77,1496.0,10
sparsity_only,low,monetdb,query_79,69.5,10
sparsity_only,low,monetdb,query_80,34.0,10
sparsity_only,low,monetdb,query_81,96.5,10
sparsity_only,low,monetdb,query_82,48.5,10
sparsity_only,low,monetdb,query_83,38.0,10
sparsity_only,low,monetdb,query_84,1643.5,10
sparsity_only,low,monetdb,query_85,111.0,10
sparsity_only,low,monetdb,query_86,1086.0,10
sparsity_only,low,monetdb,query_87,1497.5,10
sparsity_only,low,monetdb,query_88,102.5,10
sparsity_only,low,monetdb,query_89,234.5,10
sparsity_only,low,monetdb,query_91,101.5,10
sparsity_only,low,monetdb,query_92,77.5,10
sparsity_only,low,monetdb,query_93,3168.0,10
sparsity_only,low,monetdb,query_94,510.0,10
sparsity_only,low,monetdb,query_95,87.0,10
sparsity_only,low,monetdb,query_97,42.5,10
sparsity_only,low,monetdb,query_98,799.0,10
sparsity_only,low,monetdb,query_99,105.0,10
sparsity_only,low,monetdb,query_union_U2,1147.5,10
sparsity_only,low,monetdb,query_union_U5,2834.5,10
sparsity_only,low,monetdb,query_union_U10,7736.0,10
sparsity_only,low,monetdb,query_union_U20,16615.0,10
sparsity_only,low,monetdb,query_union_U200,231758.5,10
baseline,medium,cedardb,query_1,45.0,10
baseline,medium,cedardb,query_2,623.0,10
baseline,medium,cedardb,query_3,691.5,10
baseline,medium,cedardb,query_4,102.5,10
baseline,medium,cedardb,query_5,124.5,10
baseline,medium,cedardb,query_6,140.5,10
baseline,medium,cedardb,query_7,65.5,10
baseline,medium,cedardb,query_8,153.5,10
baseline,medium,cedardb,query_9,150.0,10
baseline,medium,cedardb,query_10,334.0,10
baseline,medium,cedardb,query_11,90.5,10
baseline,medium,cedardb,query_12,90.5,10
baseline,medium,cedardb,query_13,49.5,10
baseline,medium,cedardb,query_14,126.0,10
baseline,medium,cedardb,query_15,60.0,10
baseline,medium,cedardb,query_17,66.5,10
baseline,medium,cedardb,query_18,81.5,10
baseline,medium,cedardb,query_20,148.5,10
baseline,medium,cedardb,query_21,130.5,10
baseline,medium,cedardb,query_22,105.0,10
baseline,medium,cedardb,query_23,120.5,10
baseline,medium,cedardb,query_24,105.5,10
baseline,medium,cedardb,query_25,64.5,10
baseline,medium,cedardb,query_26,90.5,10
baseline,medium,cedardb,query_27,88.5,10
baseline,medium,cedardb,query_28,104.5,10
baseline,medium,cedardb,query_30,1293.0,10
baseline,medium,cedardb,query_31,85.5,10
baseline,medium,cedardb,query_32,267.5,10
baseline,medium,cedardb,query_33,86.5,10
baseline,medium,cedardb,query_35,502.0,10
baseline,medium,cedardb,query_36,175.0,10
baseline,medium,cedardb,query_37,146.5,10
baseline,medium,cedardb,query_39,77.5,10
baseline,medium,cedardb,query_40,57.0,10
baseline,medium,cedardb,query_41,216.0,10
baseline,medium,cedardb,query_42,469.0,10
baseline,medium,cedardb,query_43,76.5,10
baseline,medium,cedardb,query_44,79.5,10
baseline,medium,cedardb,query_45,196.0,10
baseline,medium,cedardb,query_46,726.0,10
baseline,medium,cedardb,query_47,403.5,10
baseline,medium,cedardb,query_48,482.0,10
baseline,medium,cedardb,query_49,106.0,10
baseline,medium,cedardb,query_50,104.5,10
baseline,medium,cedardb,query_51,199.5,10
baseline,medium,cedardb,query_52,129.5,10
baseline,medium,cedardb,query_53,108.0,10
baseline,medium,cedardb,query_54,2127.5,10
baseline,medium,cedardb,query_55,1707.5,10
baseline,medium,cedardb,query_56,142.0,10
baseline,medium,cedardb,query_57,59.0,10
baseline,medium,cedardb,query_58,84.5,10
baseline,medium,cedardb,query_59,161.5,10
baseline,medium,cedardb,query_60,81.5,10
baseline,medium,cedardb,query_61,82.5,10
baseline,medium,cedardb,query_62,85.5,10
baseline,medium,cedardb,query_63,93.0,10
baseline,medium,cedardb,query_64,63.5,10
baseline,medium,cedardb,query_65,63.0,10
baseline,medium,cedardb,query_66,99.5,10
baseline,medium,cedardb,query_67,91.0,10
baseline,medium,cedardb,query_68,149.5,10
baseline,medium,cedardb,query_69,2115.0,10
baseline,medium,cedardb,query_70,1080.5,10
baseline,medium,cedardb,query_71,277.5,10
baseline,medium,cedardb,query_73,75.5,10
baseline,medium,cedardb,query_74,71.0,10
baseline,medium,cedardb,query_75,85.5,10
baseline,medium,cedardb,query_76,187.5,10
baseline,medium,cedardb,query_77,1905.0,10
baseline,medium,cedardb,query_79,60.0,10
baseline,medium,cedardb,query_80,55.5,10
baseline,medium,cedardb,query_81,91.5,10
baseline,medium,cedardb,query_82,86.0,10
baseline,medium,cedardb,query_83,106.0,10
baseline,medium,cedardb,query_84,147.5,10
baseline,medium,cedardb,query_85,185.0,10
baseline,medium,cedardb,query_86,84.0,10
baseline,medium,cedardb,query_87,223.5,10
baseline,medium,cedardb,query_88,123.5,10
baseline,medium,cedardb,query_89,174.5,10
baseline,medium,cedardb,query_91,56.0,10
baseline,medium,cedardb,query_92,63.5,10
baseline,medium,cedardb,query_93,283.5,10
baseline,medium,cedardb,query_94,107.5,10
baseline,medium,cedardb,query_95,84.0,10
baseline,medium,cedardb,query_97,43.0,10
baseline,medium,cedardb,query_98,141.0,10
baseline,medium,cedardb,query_99,87.5,10
baseline,medium,cedardb,query_union_U2,925.5,10
baseline,medium,cedardb,query_union_U5,2467.5,10
baseline,medium,cedardb,query_union_U10,6985.5,10
baseline,medium,cedardb,query_union_U20,16259.5,10
baseline,medium,cedardb,query_union_U200,186736.0,10
baseline,medium,duckdb,query_1,122.0,10
baseline,medium,duckdb,query_2,333.0,10
baseline,medium,duckdb,query_3,813.0,10
baseline,medium,duckdb,query_4,239.5,10
baseline,medium,duckdb,query_5,257.0,10
baseline,medium,duckdb,query_6,397.0,10
baseline,medium,duckdb,query_7,128.5,10
baseline,medium,duckdb,query_8,264.0,10
baseline,medium,duckdb,query_9,231.0,10
baseline,medium,duckdb,query_10,560.5,10
baseline,medium,duckdb,query_11,227.5,10
baseline,medium,duckdb,query_12,236.0,10
baseline,medium,duckdb,query_13,132.5,10
baseline,medium,duckdb,query_14,183.5,10
baseline,medium,duckdb,query_15,199.0,10
baseline,medium,duckdb,query_17,217.0,10
baseline,medium,duckdb,query_18,213.5,10
baseline,medium,duckdb,query_20,438.0,10
baseline,medium,duckdb,query_21,899.0,10
baseline,medium,duckdb,query_22,255.0,10
baseline,medium,duckdb,query_23,641.5,10
baseline,medium,duckdb,query_24,199.5,10
baseline,medium,duckdb,query_25,144.0,10
baseline,medium,duckdb,query_26,338.5,10
baseline,medium,duckdb,query_27,207.5,10
baseline,medium,duckdb,query_28,304.0,10
baseline,medium,duckdb,query_30,329.0,10
baseline,medium,duckdb,query_31,236.0,10
baseline,medium,duckdb,query_32,282.0,10
baseline,medium,duckdb,query_33,298.5,10
baseline,medium,duckdb,query_35,1191.5,10
baseline,medium,duckdb,query_36,282.5,10
baseline,medium,duckdb,query_37,323.5,10
baseline,medium,duckdb,query_39,345.5,10
baseline,medium,duckdb,query_40,106.5,10
baseline,medium,duckdb,query_41,380.5,10
baseline,medium,duckdb,query_42,501.0,10
baseline,medium,duckdb,query_43,369.5,10
baseline,medium,duckdb,query_44,164.0,10
