variant,tier,engine,query_id,median_ms,n_success
skew_only,medium,monetdb,query_26,8317.0,10
skew_only,medium,monetdb,query_27,364.0,10
skew_only,medium,monetdb,query_28,347.5,10
skew_only,medium,monetdb,query_30,3869.0,10
skew_only,medium,monetdb,query_31,196.0,10
skew_only,medium,monetdb,query_32,304.5,10
skew_only,medium,monetdb,query_33,381.5,10
skew_only,medium,monetdb,query_35,185928.5,10
skew_only,medium,monetdb,query_36,565.5,10
skew_only,medium,monetdb,query_37,1138.0,10
skew_only,medium,monetdb,query_39,1533.5,10
skew_only,medium,monetdb,query_40,165.5,10
skew_only,medium,monetdb,query_41,18746.5,10
skew_only,medium,monetdb,query_42,2821.0,10
skew_only,medium,monetdb,query_43,328060.5,10
skew_only,medium,monetdb,query_44,117.0,10
skew_only,medium,monetdb,query_45,1305.0,10
skew_only,medium,monetdb,query_46,66908.0,10
skew_only,medium,monetdb,query_47,10667.0,10
skew_only,medium,monetdb,query_48,37507.0,10
skew_only,medium,monetdb,query_49,744.5,10
skew_only,medium,monetdb,query_50,9699.5,10
skew_only,medium,monetdb,query_51,19931.0,10
skew_only,medium,monetdb,query_52,13376.5,10
skew_only,medium,monetdb,query_53,10716.5,10
skew_only,medium,monetdb,query_54,14264.5,10
skew_only,medium,monetdb,query_55,16107.5,10
skew_only,medium,monetdb,query_56,393.5,10
skew_only,medium,monetdb,query_57,212.5,10
skew_only,medium,monetdb,query_58,1438.5,10
skew_only,medium,monetdb,query_59,439.5,10
skew_only,medium,monetdb,query_60,7763.0,10
skew_only,medium,monetdb,query_61,1345.0,10
skew_only,medium,monetdb,query_62,28.0,10
skew_only,medium,monetdb,query_63,914.0,10
skew_only,medium,monetdb,query_64,254.0,10
skew_only,medium,monetdb,query_65,482.0,10
skew_only,medium,monetdb,query_66,436.5,10
skew_only,medium,monetdb,query_67,335.0,10
skew_only,medium,monetdb,query_68,44119.5,10
skew_only,medium,monetdb,query_69,137755.0,10
skew_only,medium,monetdb,query_70,685.0,10
skew_only,medium,monetdb,query_71,20155.0,10
skew_only,medium,monetdb,query_73,382.5,10
skew_only,medium,monetdb,query_74,561.0,10
skew_only,medium,monetdb,query_75,362.5,10
skew_only,medium,monetdb,query_76,15761.5,10
skew_only,medium,monetdb,query_77,14140.0,10
skew_only,medium,monetdb,query_79,275.0,10
skew_only,medium,monetdb,query_80,172.0,10
skew_only,medium,monetdb,query_81,799.0,10
skew_only,medium,monetdb,query_82,240.0,10
skew_only,medium,monetdb,query_83,147.5,10
skew_only,medium,monetdb,query_84,15790.5,10
skew_only,medium,monetdb,query_85,268.0,10
skew_only,medium,monetdb,query_86,11003.0,10
skew_only,medium,monetdb,query_87,17604.0,10
skew_only,medium,monetdb,query_88,430.5,10
skew_only,medium,monetdb,query_89,1218.5,10
skew_only,medium,monetdb,query_91,524.0,10
skew_only,medium,monetdb,query_92,344.0,10
skew_only,medium,monetdb,query_93,33893.0,10
skew_only,medium,monetdb,query_94,4207.5,10
skew_only,medium,monetdb,query_95,233.0,10
skew_only,medium,monetdb,query_97,438.5,10
skew_only,medium,monetdb,query_98,10898.5,10
skew_only,medium,monetdb,query_99,646.5,10
skew_only,medium,monetdb,query_union_U2,10556.0,10
skew_only,medium,monetdb,query_union_U5,26935.5,10
skew_only,medium,monetdb,query_union_U10,72830.5,10
skew_only,medium,monetdb,query_union_U20,157176.0,10
sparsity_only,medium,cedardb,query_1,72.0,10
sparsity_only,medium,cedardb,query_2,1027.5,10
sparsity_only,medium,cedardb,query_3,1434.0,10
sparsity_only,medium,cedardb,query_4,171.5,10
sparsity_only,medium,cedardb,query_5,230.0,10
sparsity_only,medium,cedardb,query_6,485.5,10
sparsity_only,medium,cedardb,query_7,224.5,10
sparsity_only,medium,cedardb,query_8,576.5,10
sparsity_only,medium,cedardb,query_9,318.0,10
sparsity_only,medium,cedardb,query_10,2161.0,10
sparsity_only,medium,cedardb,query_11,155.0,10
sparsity_only,medium,cedardb,query_12,143.5,10
sparsity_only,medium,cedardb,query_13,87.5,10
sparsity_only,medium,cedardb,query_14,182.5,10
sparsity_only,medium,cedardb,query_15,105.5,10
sparsity_only,medium,cedardb,query_17,72.5,10
sparsity_only,medium,cedardb,query_18,140.5,10
sparsity_only,medium,cedardb,query_20,903.0,10
sparsity_only,medium,cedardb,query_21,500.0,10
sparsity_only,medium,cedardb,query_22,415.5,10
sparsity_only,medium,cedardb,query_23,214.0,10
sparsity_only,medium,cedardb,query_24,162.0,10
sparsity_only,medium,cedardb,query_25,82.0,10
sparsity_only,medium,cedardb,query_26,201.0,10
sparsity_only,medium,cedardb,query_27,248.5,10
sparsity_only,medium,cedardb,query_28,175.0,10
sparsity_only,medium,cedardb,query_30,295.0,10
sparsity_only,medium,cedardb,query_31,171.0,10
sparsity_only,medium,cedardb,query_32,486.5,10
sparsity_only,medium,cedardb,query_33,144.5,10
sparsity_only,medium,cedardb,query_35,8452.5,10
sparsity_only,medium,cedardb,query_36,362.5,10
sparsity_only,medium,cedardb,query_37,396.0,10
sparsity_only,medium,cedardb,query_39,93.0,10
sparsity_only,medium,cedardb,query_40,59.5,10
sparsity_only,medium,cedardb,query_41,2816.5,10
sparsity_only,medium,cedardb,query_42,1391.0,10
sparsity_only,medium,cedardb,query_43,58.0,10
sparsity_only,medium,cedardb,query_44,163.0,10
sparsity_only,medium,cedardb,query_45,497.5,10
sparsity_only,medium,cedardb,query_46,68651.5,10
sparsity_only,medium,cedardb,query_47,2727.0,10
sparsity_only,medium,cedardb,query_48,969.5,10
sparsity_only,medium,cedardb,query_49,264.0,10
sparsity_only,medium,cedardb,query_50,215.0,10
sparsity_only,medium,cedardb,query_51,622.5,10
sparsity_only,medium,cedardb,query_52,390.0,10
sparsity_only,medium,cedardb,query_53,1917.5,10
sparsity_only,medium,cedardb,query_54,2366.5,10
sparsity_only,medium,cedardb,query_55,4649.0,10
sparsity_only,medium,cedardb,query_56,323.0,10
sparsity_only,medium,cedardb,query_57,100.0,10
sparsity_only,medium,cedardb,query_58,260.5,10
sparsity_only,medium,cedardb,query_59,386.5,10
sparsity_only,medium,cedardb,query_60,163.0,10
sparsity_only,medium,cedardb,query_61,282.0,10
sparsity_only,medium,cedardb,query_62,66.5,10
sparsity_only,medium,cedardb,query_63,148.0,10
sparsity_only,medium,cedardb,query_64,97.0,10
sparsity_only,medium,cedardb,query_65,122.5,10
sparsity_only,medium,cedardb,query_66,174.5,10
sparsity_only,medium,cedardb,query_67,231.5,10
sparsity_only,medium,cedardb,query_68,681.0,10
sparsity_only,medium,cedardb,query_69,4607.0,10
sparsity_only,medium,cedardb,query_70,1297.5,10
sparsity_only,medium,cedardb,query_71,1298.0,10
sparsity_only,medium,cedardb,query_73,199.0,10
sparsity_only,medium,cedardb,query_74,122.5,10
sparsity_only,medium,cedardb,query_75,107.0,10
sparsity_only,medium,cedardb,query_76,807.0,10
sparsity_only,medium,cedardb,query_77,2416.0,10
sparsity_only,medium,cedardb,query_79,89.5,10
sparsity_only,medium,cedardb,query_80,140.0,10
sparsity_only,medium,cedardb,query_81,278.0,10
sparsity_only,medium,cedardb,query_82,204.5,10
sparsity_only,medium,cedardb,query_83,410.0,10
sparsity_only,medium,cedardb,query_84,228.5,10
sparsity_only,medium,cedardb,query_85,376.0,10
sparsity_only,medium,cedardb,query_86,194.5,10
sparsity_only,medium,cedardb,query_87,181.0,10
sparsity_only,medium,cedardb,query_88,302.5,10
sparsity_only,medium,cedardb,query_89,319.0,10
sparsity_only,medium,cedardb,query_91,107.0,10
sparsity_only,medium,cedardb,query_92,93.5,10
sparsity_only,medium,cedardb,query_93,1113.5,10
sparsity_only,medium,cedardb,query_94,424.5,10
sparsity_only,medium,cedardb,query_95,129.0,10
sparsity_only,medium,cedardb,query_97,472.0,10
sparsity_only,medium,cedardb,query_98,475.0,10
sparsity_only,medium,cedardb,query_99,134.0,10
sparsity_only,medium,cedardb,query_union_U2,9748.5,10
sparsity_only,medium,cedardb,query_union_U5,24484.0,10
sparsity_only,medium,cedardb,query_union_U10,67520.0,10
sparsity_only,medium,cedardb,query_union_U20,157055.5,10
sparsity_only,medium,duckdb,query_1,533.0,10
sparsity_only,medium,duckdb,query_2,1019.0,10
sparsity_only,medium,duckdb,query_3,5979.5,10
sparsity_only,medium,duckdb,query_4,696.5,10
sparsity_only,medium,duckdb,query_5,544.5,10
sparsity_only,medium,duckdb,query_6,1735.0,10
sparsity_only,medium,duckdb,query_7,343.0,10
sparsity_only,medium,duckdb,query_8,973.5,10
sparsity_only,medium,duckdb,query_9,1038.0,10
sparsity_only,medium,duckdb,query_10,3757.0,10
sparsity_only,medium,duckdb,query_11,540.5,10
sparsity_only,medium,duckdb,query_12,808.5,10
sparsity_only,medium,duckdb,query_13,320.0,10
sparsity_only,medium,duckdb,query_14,414.0,10
sparsity_only,medium,duckdb,query_15,651.5,10
sparsity_only,medium,duckdb,query_17,536.5,10
sparsity_only,medium,duckdb,query_18,571.5,10
sparsity_only,medium,duckdb,query_20,2773.0,10
sparsity_only,medium,duckdb,query_21,1155.5,10
sparsity_only,medium,duckdb,query_22,982.5,10
sparsity_only,medium,duckdb,query_23,1433.5,10
sparsity_only,medium,duckdb,query_24,545.0,10
sparsity_only,medium,duckdb,query_25,472.5,10
sparsity_only,medium,duckdb,query_26,934.0,10
sparsity_only,medium,duckdb,query_27,823.5,10
sparsity_only,medium,duckdb,query_28,815.5,10
sparsity_only,medium,duckdb,query_30,1352.5,10
sparsity_only,medium,duckdb,query_31,561.5,10
sparsity_only,medium,duckdb,query_32,749.5,10
sparsity_only,medium,duckdb,query_33,629.0,10
sparsity_only,medium,duckdb,query_35,8556.0,10
sparsity_only,medium,duckdb,query_36,1279.5,10
sparsity_only,medium,duckdb,query_37,729.0,10
sparsity_only,medium,duckdb,query_39,2092.0,10
sparsity_only,medium,duckdb,query_40,381.5,10
sparsity_only,medium,duckdb,query_41,1201.0,10
sparsity_only,medium,duckdb,query_42,2066.5,10
sparsity_only,medium,duckdb,query_43,2296.0,10
sparsity_only,medium,duckdb,query_44,498.0,10
sparsity_only,medium,duckdb,query_45,1021.5,10
sparsity_only,medium,duckdb,query_46,5507.5,10
sparsity_only,medium,duckdb,query_47,1608.5,10
sparsity_only,medium,duckdb,query_48,1697.0,10
sparsity_only,medium,duckdb,query_49,876.0,10
sparsity_only,medium,duckdb,query_50,881.0,10
sparsity_only,medium,duckdb,query_51,1887.5,10
sparsity_only,medium,duckdb,query_52,2175.0,10
sparsity_only,medium,duckdb,query_53,1269.0,10
sparsity_only,medium,duckdb,query_54,1191.0,10
sparsity_only,medium,duckdb,query_55,3327.0,10
sparsity_only,medium,duckdb,query_56,876.5,10
sparsity_only,medium,duckdb,query_57,526.0,10
sparsity_only,medium,duckdb,query_58,671.5,10
sparsity_only,medium,duckdb,query_59,873.0,10
sparsity_only,medium,duckdb,query_60,1204.0,10
sparsity_only,medium,duckdb,query_61,797.5,10
sparsity_only,medium,duckdb,query_62,279.5,10
sparsity_only,medium,duckdb,query_63,1015.0,10
sparsity_only,medium,duckdb,query_64,402.5,10
sparsity_only,medium,duckdb,query_65,323.0,10
sparsity_only,medium,duckdb,query_66,1196.0,10
sparsity_only,medium,duckdb,query_67,667.5,10
sparsity_only,medium,duckdb,query_68,1954.0,10
sparsity_only,medium,duckdb,query_69,4880.5,10
sparsity_only,medium,duckdb,query_70,1322.0,10
sparsity_only,medium,duckdb,query_71,1931.0,10
sparsity_only,medium,duckdb,query_73,818.5,10
sparsity_only,medium,duckdb,query_74,1005.0,10
sparsity_only,medium,duckdb,query_75,451.0,10
sparsity_only,medium,duckdb,query_76,1578.0,10
sparsity_only,medium,duckdb,query_77,1217.0,10
sparsity_only,medium,duckdb,query_79,755.5,10
sparsity_only,medium,duckdb,query_80,327.0,10
sparsity_only,medium,duckdb,query_81,929.0,10
sparsity_only,medium,duckdb,query_82,638.5,10
sparsity_only,medium,duckdb,query_83,933.5,10
sparsity_only,medium,duckdb,query_84,866.5,10
sparsity_only,medium,duckdb,query_85,554.0,10
sparsity_only,medium,duckdb,query_86,592.0,10
sparsity_only,medium,duckdb,query_87,1234.5,10
sparsity_only,medium,duckdb,query_88,882.5,10
sparsity_only,medium,duckdb,query_89,970.0,10
sparsity_only,medium,duckdb,query_91,1150.0,10
sparsity_only,medium,duckdb,query_92,1069.5,10
sparsity_only,medium,duckdb,query_93,3550.0,10
sparsity_only,medium,duckdb,query_94,802.0,10
sparsity_only,medium,duckdb,query_95,1041.0,10
sparsity_only,medium,duckdb,query_97,1310.0,10
sparsity_only,medium,duckdb,query_98,1175.0,10
sparsity_only,medium,duckdb,query_99,1231.0,10
sparsity_only,medium,duckdb,query_union_U2,944.0,10
sparsity_only,medium,duckdb,query_union_U5,1820.0,10
sparsity_only,medium,duckdb,query_union_U10,4843.5,10
sparsity_only,medium,duckdb,query_union_U20,10474.0,10
sparsity_only,medium,monetdb,query_1,88.5,10
sparsity_only,medium,monetdb,query_2,791.5,10
sparsity_only,medium,monetdb,query_3,77128.5,10
sparsity_only,medium,monetdb,query_4,273.0,10
sparsity_only,medium,monetdb,query_5,20515.0,10
sparsity_only,medium,monetdb,query_6,69689.0,10
sparsity_only,medium,monetdb,query_7,323.5,10
sparsity_only,medium,monetdb,query_8,531.0,10
sparsity_only,medium,monetdb,query_9,7020.5,10
sparsity_only,medium,monetdb,query_10,138590.5,10
sparsity_only,medium,monetdb,query_11,16.0,10
sparsity_only,medium,monetdb,query_12,2627.0,10
sparsity_only,medium,monetdb,query_13,100.0,10
sparsity_only,medium,monetdb,query_14,1157.5,10
sparsity_only,medium,monetdb,query_15,200.0,10
sparsity_only,medium,monetdb,query_17,309.0,10
sparsity_only,medium,monetdb,query_18,144.5,10
sparsity_only,medium,monetdb,query_20,9064.5,10
sparsity_only,medium,monetdb,query_21,16.0,10
sparsity_only,medium,monetdb,query_22,418.5,10
sparsity_only,medium,monetdb,query_23,2556.0,10
sparsity_only,medium,monetdb,query_24,717.5,10
sparsity_only,medium,monetdb,query_25,1538.0,10
sparsity_only,medium,monetdb,query_26,8339.0,10
sparsity_only,medium,monetdb,query_27,363.5,10
sparsity_only,medium,monetdb,query_28,351.5,10
sparsity_only,medium,monetdb,query_30,4085.0,10
sparsity_only,medium,monetdb,query_31,202.0,10
sparsity_only,medium,monetdb,query_32,322.5,10
sparsity_only,medium,monetdb,query_33,402.5,10
sparsity_only,medium,monetdb,query_35,182392.5,10
sparsity_only,medium,monetdb,query_36,520.0,10
sparsity_only,medium,monetdb,query_37,1468.0,10
sparsity_only,medium,monetdb,query_39,1511.0,10
sparsity_only,medium,monetdb,query_40,81.0,10
sparsity_only,medium,monetdb,query_41,19050.0,10
sparsity_only,medium,monetdb,query_42,2611.0,10
sparsity_only,medium,monetdb,query_43,307329.5,10
sparsity_only,medium,monetdb,query_44,120.5,10
sparsity_only,medium,monetdb,query_45,2182.5,10
sparsity_only,medium,monetdb,query_46,147139.5,10
sparsity_only,medium,monetdb,query_47,11110.0,10
sparsity_only,medium,monetdb,query_48,20565.0,10
sparsity_only,medium,monetdb,query_49,749.5,10
sparsity_only,medium,monetdb,query_50,9522.5,10
sparsity_only,medium,monetdb,query_51,19094.5,10
sparsity_only,medium,monetdb,query_52,13878.0,10
sparsity_only,medium,monetdb,query_53,10429.0,10
sparsity_only,medium,monetdb,query_54,18972.0,10
sparsity_only,medium,monetdb,query_55,25606.5,10
sparsity_only,medium,monetdb,query_56,404.5,10
sparsity_only,medium,monetdb,query_57,192.0,10
sparsity_only,medium,monetdb,query_58,1789.5,10
sparsity_only,medium,monetdb,query_59,580.0,10
sparsity_only,medium,monetdb,query_60,5015.0,10
sparsity_only,medium,monetdb,query_61,1495.5,10
sparsity_only,medium,monetdb,query_62,31.0,10
sparsity_only,medium,monetdb,query_63,704.0,10
sparsity_only,medium,monetdb,query_64,86.5,10
sparsity_only,medium,monetdb,query_65,142.0,10
sparsity_only,medium,monetdb,query_66,437.5,10
sparsity_only,medium,monetdb,query_67,342.0,10
sparsity_only,medium,monetdb,query_68,44390.5,10
sparsity_only,medium,monetdb,query_69,138639.0,10
sparsity_only,medium,monetdb,query_70,1451.0,10
sparsity_only,medium,monetdb,query_71,20606.0,10
sparsity_only,medium,monetdb,query_73,387.5,10
sparsity_only,medium,monetdb,query_74,609.0,10
sparsity_only,medium,monetdb,query_75,373.5,10
sparsity_only,medium,monetdb,query_76,17858.0,10
sparsity_only,medium,monetdb,query_77,20679.5,10
sparsity_only,medium,monetdb,query_79,289.0,10
sparsity_only,medium,monetdb,query_80,194.5,10
sparsity_only,medium,monetdb,query_81,797.0,10
sparsity_only,medium,monetdb,query_82,249.0,10
sparsity_only,medium,monetdb,query_83,144.0,10
sparsity_only,medium,monetdb,query_84,15746.5,10
sparsity_only,medium,monetdb,query_85,277.0,10
sparsity_only,medium,monetdb,query_86,11146.5,10
sparsity_only,medium,monetdb,query_87,22236.5,10
sparsity_only,medium,monetdb,query_88,437.5,10
sparsity_only,medium,monetdb,query_89,503.5,10
sparsity_only,medium,monetdb,query_91,636.0,10
sparsity_only,medium,monetdb,query_92,339.5,10
sparsity_only,medium,monetdb,query_93,31912.5,10
sparsity_only,medium,monetdb,query_94,4181.5,10
sparsity_only,medium,monetdb,query_95,193.0,10
sparsity_only,medium,monetdb,query_97,443.5,10
sparsity_only,medium,monetdb,query_98,13437.0,10
sparsity_only,medium,monetdb,query_99,723.0,10
sparsity_only,medium,monetdb,query_union_U2,10424.5,10
sparsity_only,medium,monetdb,query_union_U5,27233.5,10
sparsity_only,medium,monetdb,query_union_U10,71800.0,10
sparsity_only,medium,monetdb,query_union_U20,151852.0,10
