str_level,query_id,median_ms,runs_success
str7,query_32,279.5,10
str7,query_33,347.5,10
str7,query_34,349.5,10
str7,query_35,1256.0,10
str7,query_36,356.5,10
str7,query_37,428.0,10
str7,query_38,474.5,10
str7,query_39,450.5,10
str7,query_40,200.0,10
str7,query_41,460.5,10
str7,query_42,582.5,10
str7,query_43,471.5,10
str7,query_44,255.0,10
str7,query_45,353.5,10
str7,query_46,1314.5,10
str7,query_47,618.0,10
str7,query_48,463.5,10
str7,query_49,257.5,10
str7,query_50,378.5,10
str7,query_join_J50,1133.5,10
str7,query_51,517.0,10
str7,query_52,242.0,10
str7,query_53,411.0,10
str7,query_54,374.0,10
str7,query_55,1430.0,10
str7,query_56,307.0,10
str7,query_57,281.5,10
str7,query_58,275.0,10
str7,query_59,398.0,10
str7,query_60,322.5,10
str7,query_61,369.5,10
str7,query_62,211.0,10
str7,query_63,509.0,10
str7,query_64,191.5,10
str7,query_65,175.5,10
str7,query_66,395.0,10
str7,query_67,322.5,10
str7,query_68,492.0,10
str7,query_69,673.5,10
str7,query_70,456.5,10
str7,query_71,501.0,10
str7,query_72,433.0,10
str7,query_73,335.0,10
str7,query_74,371.5,10
str7,query_75,263.0,10
str7,query_76,416.0,10
str7,query_77,394.5,10
str7,query_78,251.0,10
str7,query_79,319.0,10
str7,query_80,215.5,10
str7,query_81,335.0,10
str7,query_82,265.0,10
str7,query_83,395.5,10
str7,query_84,357.5,10
str7,query_85,291.0,10
str7,query_86,247.5,10
str7,query_87,445.5,10
str7,query_88,263.5,10
str7,query_89,201.5,10
str7,query_90,236.5,10
str7,query_91,408.5,10
str7,query_92,240.0,10
str7,query_93,612.5,10
str7,query_94,388.0,10
str7,query_95,389.5,10
str7,query_96,288.0,10
str7,query_97,435.0,10
str7,query_98,311.0,10
str7,query_99,404.5,10
str7,query_join_J100,1774.0,10
str7,query_join_J200,2928.0,10
str7,query_union_U200,11753.0,10
str8,query_1,218.0,10
str8,query_2,393.5,10
str8,query_union_U2,267.0,10
str8,query_3,905.5,10
str8,query_4,192.5,10
str8,query_5,343.0,10
str8,query_union_U5,345.5,10
str8,query_6,380.0,10
str8,query_7,219.5,10
str8,query_8,370.5,10
str8,query_9,316.5,10
str8,query_10,648.5,10
str8,query_union_U10,609.0,10
str8,query_11,309.0,10
str8,query_12,314.5,10
str8,query_13,255.5,10
str8,query_14,265.5,10
str8,query_15,192.0,10
str8,query_16,446.5,10
str8,query_17,284.5,10
str8,query_18,316.5,10
str8,query_19,362.0,10
str8,query_20,547.0,10
str8,query_union_U20,1230.5,10
str8,query_21,1005.0,10
str8,query_22,401.5,10
str8,query_23,707.5,10
str8,query_24,286.5,10
str8,query_25,235.0,10
str8,query_26,387.5,10
str8,query_27,276.0,10
str8,query_28,373.5,10
str8,query_29,513.5,10
str8,query_30,342.5,10
str8,query_31,241.0,10
str8,query_32,288.0,10
str8,query_33,352.5,10
str8,query_34,353.0,10
str8,query_35,1217.5,10
str8,query_36,345.0,10
str8,query_37,351.5,10
str8,query_38,440.5,10
str8,query_39,439.5,10
str8,query_40,205.5,10
str8,query_41,454.0,10
str8,query_42,566.5,10
str8,query_43,477.0,10
str8,query_44,247.5,10
str8,query_45,338.5,10
str8,query_46,1321.0,10
str8,query_47,651.0,10
str8,query_48,441.5,10
str8,query_49,247.5,10
str8,query_50,366.5,10
str8,query_join_J50,1149.0,10
str8,query_51,511.0,10
str8,query_52,238.5,10
str8,query_53,406.0,10
str8,query_54,374.5,10
str8,query_55,1467.5,10
str8,query_56,312.0,10
str8,query_57,275.0,10
str8,query_58,271.0,10
str8,query_59,397.0,10
str8,query_60,343.0,10
str8,query_61,359.5,10
str8,query_62,222.5,10
str8,query_63,525.0,10
str8,query_64,190.0,10
str8,query_65,189.0,10
str8,query_66,406.0,10
str8,query_67,313.0,10
str8,query_68,489.0,10
str8,query_69,672.5,10
str8,query_70,451.0,10
str8,query_71,464.0,10
str8,query_72,430.0,10
str8,query_73,344.5,10
str8,query_74,395.0,10
str8,query_75,318.5,10
str8,query_76,407.5,10
str8,query_77,393.5,10
str8,query_78,244.5,10
str8,query_79,315.0,10
str8,query_80,244.5,10
str8,query_81,336.5,10
str8,query_82,262.0,10
str8,query_83,374.0,10
str8,query_84,345.5,10
str8,query_85,343.0,10
str8,query_86,235.0,10
str8,query_87,418.5,10
str8,query_88,256.0,10
str8,query_89,204.0,10
str8,query_90,240.0,10
str8,query_91,430.0,10
str8,query_92,226.5,10
str8,query_93,625.5,10
str8,query_94,386.0,10
str8,query_95,353.5,10
str8,query_96,280.0,10
str8,query_97,423.0,10
str8,query_98,297.0,10
str8,query_99,395.0,10
str8,query_join_J100,1824.5,10
str8,query_join_J200,3074.0,10
str8,query_union_U200,11661.5,10
str9,query_1,235.5,10
str9,query_2,471.5,10
str9,query_union_U2,278.5,10
str9,query_3,906.5,10
str9,query_4,191.0,10
str9,query_5,362.5,10
str9,query_union_U5,355.5,10
str9,query_6,395.0,10
str9,query_7,236.0,10
str9,query_8,387.0,10
str9,query_9,319.5,10
str9,query_10,667.5,10
str9,query_union_U10,672.0,10
str9,query_11,314.5,10
str9,query_12,306.0,10
str9,query_13,238.0,10
str9,query_14,284.0,10
str9,query_15,192.5,10
str9,query_16,454.5,10
str9,query_17,289.5,10
str9,query_18,321.5,10
str9,query_19,379.5,10
str9,query_20,558.0,10
str9,query_union_U20,1236.5,10
str9,query_21,1001.5,10
str9,query_22,420.0,10
str9,query_23,748.0,10
str9,query_24,277.5,10
str9,query_25,230.5,10
str9,query_26,415.0,10
str9,query_27,290.0,10
str9,query_28,380.5,10
str9,query_29,528.0,10
str9,query_30,354.5,10
str9,query_31,254.0,10
str9,query_32,289.0,10
str9,query_33,359.0,10
str9,query_34,352.5,10
str9,query_35,1227.0,10
str9,query_36,342.5,10
str9,query_37,427.0,10
str9,query_38,450.5,10
str9,query_39,474.5,10
str9,query_40,223.0,10
str9,query_41,477.5,10
str9,query_42,568.5,10
str9,query_43,468.0,10
str9,query_44,251.5,10
str9,query_45,350.0,10
str9,query_46,1302.0,10
str9,query_47,651.0,10
str9,query_48,462.0,10
str9,query_49,256.0,10
str9,query_50,364.0,10
str9,query_join_J50,1205.5,10
str9,query_51,479.0,10
str9,query_52,249.0,10
str9,query_53,417.0,10
str9,query_54,367.5,10
str9,query_55,1478.5,10
str9,query_56,309.0,10
str9,query_57,276.0,10
str9,query_58,268.5,10
str9,query_59,390.0,10
str9,query_60,345.5,10
str9,query_61,352.5,10
str9,query_62,219.0,10
str9,query_63,509.5,10
str9,query_64,194.0,10
str9,query_65,203.5,10
str9,query_66,507.0,10
str9,query_67,340.5,10
str9,query_68,505.5,10
str9,query_69,698.5,10
str9,query_70,447.0,10
str9,query_71,494.5,10
str9,query_72,465.0,10
str9,query_73,328.5,10
str9,query_74,385.0,10
str9,query_75,322.5,10
str9,query_76,424.5,10
str9,query_77,397.5,10
str9,query_78,251.5,10
str9,query_79,317.0,10
str9,query_80,245.0,10
str9,query_81,338.5,10
str9,query_82,264.5,10
str9,query_83,405.0,10
str9,query_84,360.5,10
str9,query_85,351.0,10
str9,query_86,240.0,10
str9,query_87,446.5,10
str9,query_88,269.5,10
str9,query_89,195.5,10
str9,query_90,250.5,10
str9,query_91,438.0,10
str9,query_92,229.5,10
str9,query_93,607.5,10
str9,query_94,393.5,10
str9,query_95,371.0,10
str9,query_96,286.0,10
str9,query_97,433.5,10
str9,query_98,296.0,10
str9,query_99,406.0,10
str9,query_join_J100,1820.5,10
str9,query_join_J200,3184.5,10
str9,query_union_U200,12074.0,10
