suite,query_id,latency_ms,status,n_rows,error
redbench,q0299,1.503,ok,1,
redbench,q0300,2.134,ok,1,
redbench,q0301,2.217,ok,1,
redbench,q0302,33.061,ok,1,
redbench,q0303,5.070,ok,1,
redbench,q0304,1.977,ok,1,
redbench,q0305,1.617,ok,1,
redbench,q0306,2.371,ok,1,
redbench,q0307,1.969,ok,1,
redbench,q0308,32.957,ok,1,
redbench,q0309,1.928,ok,1,
redbench,q0310,2.217,ok,1,
redbench,q0311,4.944,ok,1,
redbench,q0312,2.545,ok,1,
redbench,q0313,2.485,ok,1,
redbench,q0314,2.563,ok,1,
redbench,q0315,1.954,ok,1,
redbench,q0316,2.381,ok,1,
redbench,q0317,2.577,ok,1,
redbench,q0318,32.154,ok,1,
redbench,q0319,2.366,ok,1,
redbench,q0320,2.016,ok,1,
redbench,q0321,2.250,ok,1,
redbench,q0322,1.442,ok,1,
redbench,q0323,1.621,ok,1,
redbench,q0324,2.123,ok,1,
redbench,q0325,1.987,ok,1,
redbench,q0326,2.010,ok,1,
redbench,q0327,2.082,ok,1,
redbench,q0328,2.115,ok,1,
redbench,q0329,1.891,ok,1,
redbench,q0330,2.132,ok,1,
redbench,q0331,1.826,ok,1,
redbench,q0332,3.376,ok,1,
redbench,q0333,1.362,ok,1,
redbench,q0334,1.652,ok,1,
redbench,q0335,2.871,ok,1,
redbench,q0336,6.773,ok,1,
redbench,q0337,1.849,ok,1,
redbench,q0338,2.114,ok,1,
redbench,q0339,1.542,ok,1,
redbench,q0340,1.539,ok,1,
redbench,q0341,3.385,ok,1,
redbench,q0342,2.051,ok,1,
redbench,q0343,2.008,ok,1,
redbench,q0344,1.409,ok,1,
redbench,q0345,2.712,ok,1,
redbench,q0346,1.399,ok,1,
redbench,q0347,5.387,ok,1,
redbench,q0348,1.795,ok,1,
redbench,q0349,2.221,ok,1,
redbench,q0350,2.326,ok,1,
redbench,q0351,2.027,ok,1,
redbench,q0352,1.805,ok,1,
redbench,q0353,1.895,ok,1,
redbench,q0354,2.050,ok,1,
redbench,q0355,3.228,ok,1,
redbench,q0356,2.298,ok,1,
redbench,q0357,5.040,ok,1,
redbench,q0358,1.977,ok,1,
redbench,q0359,2.003,ok,1,
redbench,q0360,1.756,ok,1,
redbench,q0361,3.486,ok,1,
redbench,q0362,1.590,ok,1,
redbench,q0363,1.469,ok,1,
redbench,q0364,1.731,ok,1,
redbench,q0365,4.385,ok,1,
redbench,q0366,2.607,ok,1,
redbench,q0367,3.041,ok,1,
redbench,q0368,2.442,ok,1,
redbench,q0369,1.669,ok,1,
redbench,q0370,3.048,ok,1,
redbench,q0371,2.011,ok,1,
redbench,q0372,1.641,ok,1,
redbench,q0373,1.405,ok,1,
redbench,q0374,2.739,ok,1,
redbench,q0375,1.712,ok,1,
redbench,q0376,1.927,ok,1,
redbench,q0377,2.472,ok,1,
redbench,q0378,3.740,ok,1,
redbench,q0379,2.170,ok,1,
redbench,q0380,2.119,ok,1,
redbench,q0381,1.456,ok,1,
redbench,q0382,1.633,ok,1,
redbench,q0383,1.705,ok,1,
redbench,q0384,4.166,ok,1,
redbench,q0385,5.789,ok,1,
redbench,q0386,3.467,ok,1,
redbench,q0387,3.233,ok,1,
redbench,q0388,1.467,ok,1,
redbench,q0389,3.169,ok,1,
redbench,q0390,1.496,ok,1,
redbench,q0391,1.435,ok,1,
redbench,q0392,1.359,ok,1,
redbench,q0393,3.819,ok,1,
redbench,q0394,1.522,ok,1,
redbench,q0395,2.086,ok,1,
redbench,q0396,2.874,ok,1,
redbench,q0397,2.001,ok,1,
redbench,q0398,1.854,ok,1,
redbench,q0399,2.775,ok,1,
redbench,q0400,1.405,ok,1,
redbench,q0401,1.757,ok,1,
redbench,q0402,3.422,ok,1,
redbench,q0403,1.613,ok,1,
redbench,q0404,3.002,ok,1,
redbench,q0405,3.612,ok,1,
redbench,q0406,2.757,ok,1,
redbench,q0407,1.411,ok,1,
redbench,q0408,3.456,ok,1,
redbench,q0409,1.502,ok,1,
redbench,q0410,1.422,ok,1,
redbench,q0411,1.372,ok,1,
redbench,q0412,2.872,ok,1,
redbench,q0413,1.309,ok,1,
redbench,q0414,2.236,ok,1,
redbench,q0415,2.364,ok,1,
redbench,q0416,2.020,ok,1,
redbench,q0417,2.699,ok,1,
redbench,q0418,1.884,ok,1,
redbench,q0419,1.430,ok,1,
redbench,q0420,2.090,ok,1,
redbench,q0421,1.821,ok,1,
redbench,q0422,1.740,ok,1,
redbench,q0423,3.662,ok,1,
redbench,q0424,3.860,ok,1,
redbench,q0425,3.689,ok,1,
redbench,q0426,2.578,ok,1,
redbench,q0427,1.458,ok,1,
redbench,q0428,1.369,ok,1,
redbench,q0429,1.523,ok,1,
redbench,q0430,1.444,ok,1,
redbench,q0431,2.770,ok,1,
redbench,q0432,81.727,ok,1,
redbench,q0433,2.166,ok,1,
redbench,q0434,2.715,ok,1,
redbench,q0435,2.086,ok,1,
redbench,q0436,2.014,ok,1,
redbench,q0437,3.253,ok,1,
redbench,q0438,2.005,ok,1,
redbench,q0439,1.520,ok,1,
redbench,q0440,1.753,ok,1,
redbench,q0441,1.347,ok,1,
redbench,q0442,4.591,ok,1,
redbench,q0443,3.199,ok,1,
redbench,q0444,3.398,ok,1,
redbench,q0445,3.486,ok,1,
redbench,q0446,3.182,ok,1,
redbench,q0447,1.411,ok,1,
redbench,q0448,1.411,ok,1,
redbench,q0449,1.430,ok,1,
redbench,q0450,1.660,ok,1,
redbench,q0451,3.460,ok,1,
redbench,q0452,1.592,ok,1,
redbench,q0453,2.262,ok,1,
redbench,q0454,1.770,ok,1,
redbench,q0455,2.011,ok,1,
redbench,q0456,1.936,ok,1,
redbench,q0457,2.364,ok,1,
redbench,q0458,1.691,ok,1,
redbench,q0459,3.941,ok,1,
redbench,q0460,1.874,ok,1,
redbench,q0461,1.889,ok,1,
redbench,q0462,3.518,ok,1,
redbench,q0463,2.896,ok,1,
redbench,q0464,3.566,ok,1,
redbench,q0465,2.942,ok,1,
redbench,q0466,1.394,ok,1,
redbench,q0467,1.454,ok,1,
redbench,q0468,1.807,ok,1,
redbench,q0469,1.321,ok,1,
redbench,q0470,1.986,ok,1,
redbench,q0471,1.766,ok,1,
redbench,q0472,1.964,ok,1,
redbench,q0473,1.853,ok,1,
redbench,q0474,1.933,ok,1,
redbench,q0475,2.115,ok,1,
redbench,q0476,3.371,ok,1,
redbench,q0477,1.593,ok,1,
redbench,q0478,1.483,ok,1,
redbench,q0479,1.733,ok,1,
redbench,q0480,3.648,ok,1,
redbench,q0481,2.797,ok,1,
redbench,q0482,3.345,ok,1,
redbench,q0483,4.434,ok,1,
redbench,q0484,2.053,ok,1,
redbench,q0485,1.472,ok,1,
redbench,q0486,1.701,ok,1,
redbench,q0487,1.658,ok,1,
redbench,q0488,2.040,ok,1,
redbench,q0489,3.722,ok,1,
redbench,q0490,1.705,ok,1,
redbench,q0491,3.145,ok,1,
redbench,q0492,1.904,ok,1,
redbench,q0493,2.765,ok,1,
redbench,q0494,1.950,ok,1,
redbench,q0495,1.995,ok,1,
redbench,q0496,1.420,ok,1,
redbench,q0497,1.758,ok,1,
redbench,q0498,1.581,ok,1,
redbench,q0499,3.688,ok,1,
redbench,q0500,3.034,ok,1,
redbench,q0501,2.096,ok,1,
redbench,q0502,3.933,ok,1,
redbench,q0503,2.859,ok,1,
redbench,q0504,1.645,ok,1,
redbench,q0505,1.526,ok,1,
redbench,q0506,1.393,ok,1,
redbench,q0507,4.364,ok,1,
redbench,q0508,1.663,ok,1,
redbench,q0509,1.657,ok,1,
redbench,q0510,2.278,ok,1,
redbench,q0511,1.874,ok,1,
redbench,q0512,1.890,ok,1,
redbench,q0513,1.966,ok,1,
redbench,q0514,3.416,ok,1,
redbench,q0515,1.494,ok,1,
redbench,q0516,2.106,ok,1,
redbench,q0517,1.592,ok,1,
redbench,q0518,1.654,ok,1,
redbench,q0519,3.734,ok,1,
redbench,q0520,5.149,ok,1,
redbench,q0521,1.698,ok,1,
redbench,q0522,3.349,ok,1,
redbench,q0523,2.969,ok,1,
redbench,q0524,1.426,ok,1,
redbench,q0525,1.522,ok,1,
redbench,q0526,1.703,ok,1,
redbench,q0527,3.611,ok,1,
redbench,q0528,1.797,ok,1,
redbench,q0529,1.943,ok,1,
redbench,q0530,1.975,ok,1,
redbench,q0531,2.127,ok,1,
redbench,q0532,1.777,ok,1,
redbench,q0533,2.645,ok,1,
redbench,q0534,1.440,ok,1,
redbench,q0535,1.611,ok,1,
redbench,q0536,1.847,ok,1,
redbench,q0537,3.509,ok,1,
redbench,q0538,4.037,ok,1,
redbench,q0539,3.695,ok,1,
redbench,q0540,3.308,ok,1,
redbench,q0541,1.371,ok,1,
redbench,q0542,2.902,ok,1,
redbench,q0543,1.391,ok,1,
redbench,q0544,1.413,ok,1,
redbench,q0545,1.695,ok,1,
redbench,q0546,5.833,ok,1,
redbench,q0547,1.304,ok,1,
redbench,q0548,2.079,ok,1,
redbench,q0549,2.194,ok,1,
redbench,q0550,1.476,ok,1,
redbench,q0551,1.940,ok,1,
redbench,q0552,2.800,ok,1,
redbench,q0553,2.151,ok,1,
redbench,q0554,2.209,ok,1,
redbench,q0555,1.721,ok,1,
redbench,q0556,1.946,ok,1,
redbench,q0557,1.837,ok,1,
redbench,q0558,1.830,ok,1,
redbench,q0559,4.729,ok,1,
redbench,q0560,1.936,ok,1,
redbench,q0561,3.249,ok,1,
redbench,q0562,1.455,ok,1,
redbench,q0563,1.738,ok,1,
redbench,q0564,1.804,ok,1,
redbench,q0565,2.362,ok,1,
redbench,q0566,2.779,ok,1,
redbench,q0567,5.916,ok,1,
redbench,q0568,3.250,ok,1,
redbench,q0569,3.020,ok,1,
redbench,q0570,1.542,ok,1,
redbench,q0571,1.470,ok,1,
redbench,q0572,1.736,ok,1,
redbench,q0573,2.525,ok,1,
redbench,q0574,1.771,ok,1,
redbench,q0575,2.017,ok,1,
redbench,q0576,1.693,ok,1,
redbench,q0577,3.366,ok,1,
redbench,q0578,3.200,ok,1,
redbench,q0579,1.486,ok,1,
redbench,q0580,1.364,ok,1,
redbench,q0581,1.805,ok,1,
redbench,q0582,1.539,ok,1,
redbench,q0583,1.971,ok,1,
redbench,q0584,1.602,ok,1,
redbench,q0585,1.808,ok,1,
redbench,q0586,1.415,ok,1,
redbench,q0587,1.467,ok,1,
redbench,q0588,2.914,ok,1,
redbench,q0589,1.789,ok,1,
redbench,q0590,1.383,ok,1,
redbench,q0591,2.541,ok,1,
redbench,q0592,1.518,ok,1,
redbench,q0593,2.033,ok,1,
redbench,q0594,1.549,ok,1,
redbench,q0595,3.085,ok,1,
redbench,q0596,1.926,ok,1,
redbench,q0597,1.875,ok,1,
redbench,q0598,1.808,ok,1,
redbench,q0599,2.071,ok,1,
redbench,q0600,1.567,ok,1,
redbench,q0601,1.779,ok,1,
redbench,q0602,2.764,ok,1,
redbench,q0603,1.621,ok,1,
redbench,q0604,2.772,ok,1,
redbench,q0605,3.139,ok,1,
redbench,q0606,1.535,ok,1,
redbench,q0607,1.930,ok,1,
redbench,q0608,1.664,ok,1,
redbench,q0609,1.845,ok,1,
redbench,q0610,1.894,ok,1,
redbench,q0611,2.797,ok,1,
redbench,q0612,4.581,ok,1,
redbench,q0613,1.381,ok,1,
redbench,q0614,2.608,ok,1,
redbench,q0615,2.606,ok,1,
redbench,q0616,2.015,ok,1,
redbench,q0617,1.882,ok,1,
redbench,q0618,1.955,ok,1,
redbench,q0619,2.799,ok,1,
redbench,q0620,58.160,ok,1,
redbench,q0621,77.468,ok,1,
redbench,q0622,53.465,ok,1,
redbench,q0623,40.087,ok,16,
redbench,q0624,138.061,ok,46,
redbench,q0625,2.688,ok,1,
redbench,q0626,3.584,ok,1,
redbench,q0627,1.684,ok,1,
redbench,q0628,1.376,ok,1,
redbench,q0629,2.039,ok,1,
redbench,q0630,1.404,ok,1,
redbench,q0631,47.149,ok,1,
redbench,q0632,2.316,ok,1,
redbench,q0633,2.330,ok,1,
redbench,q0634,2.803,ok,1,
redbench,q0635,2.509,ok,1,
redbench,q0636,81.028,ok,1,
redbench,q0637,3.472,ok,1,
redbench,q0638,1.948,ok,1,
redbench,q0639,2.162,ok,1,
redbench,q0640,1.327,ok,1,
redbench,q0641,1.601,ok,1,
redbench,q0642,1.376,ok,1,
redbench,q0643,2.877,ok,1,
redbench,q0644,1.614,ok,1,
redbench,q0645,43.692,ok,1,
redbench,q0646,5.152,ok,1,
redbench,q0647,74.636,ok,1,
redbench,q0648,2.683,ok,1,
redbench,q0649,2.510,ok,1,
redbench,q0650,1.737,ok,1,
redbench,q0651,1.444,ok,1,
redbench,q0652,1.353,ok,1,
redbench,q0653,1.336,ok,1,
redbench,q0654,3.421,ok,1,
redbench,q0655,26.767,ok,1,
redbench,q0656,1.681,ok,1,
redbench,q0657,1.338,ok,1,
redbench,q0658,2.990,ok,1,
redbench,q0659,3.166,ok,1,
redbench,q0660,72.440,ok,1,
redbench,q0661,3.075,ok,1,
redbench,q0662,2.423,ok,1,
redbench,q0663,1.445,ok,1,
redbench,q0664,1.348,ok,1,
redbench,q0665,1.920,ok,1,
redbench,q0666,48.044,ok,1,
redbench,q0667,1.932,ok,1,
redbench,q0668,81.135,ok,1,
redbench,q0669,2.697,ok,1,
redbench,q0670,2.449,ok,1,
redbench,q0671,2.044,ok,1,
redbench,q0672,2.422,ok,1,
redbench,q0673,1.938,ok,1,
redbench,q0674,1.460,ok,1,
redbench,q0675,1.393,ok,1,
redbench,q0676,3.364,ok,1,
redbench,q0677,47.802,ok,1,
redbench,q0678,3.690,ok,1,
redbench,q0679,1.533,ok,1,
redbench,q0680,74.427,ok,1,
redbench,q0681,2.666,ok,1,
redbench,q0682,1.628,ok,1,
redbench,q0683,2.738,ok,1,
redbench,q0684,1.918,ok,1,
redbench,q0685,1.449,ok,1,
redbench,q0686,65.484,ok,1,
redbench,q0687,2.109,ok,1,
redbench,q0688,2.019,ok,1,
redbench,q0689,1.709,ok,1,
redbench,q0690,2.003,ok,1,
redbench,q0691,77.987,ok,1,
redbench,q0692,2.244,ok,1,
redbench,q0693,1.558,ok,1,
redbench,q0694,2.006,ok,1,
redbench,q0695,37.971,ok,1,
redbench,q0696,3.719,ok,1,
redbench,q0697,3.167,ok,1,
redbench,q0698,1.364,ok,1,
redbench,q0699,59.425,ok,1,
redbench,q0700,2.561,ok,1,
redbench,q0701,1.317,ok,1,
redbench,q0702,1.401,ok,1,
redbench,q0703,2.768,ok,1,
redbench,q0704,1.440,ok,1,
redbench,q0705,1.253,ok,1,
redbench,q0706,1.257,ok,1,
redbench,q0707,1.911,ok,1,
redbench,q0708,1.827,ok,1,
redbench,q0709,2.463,ok,1,
redbench,q0710,1.770,ok,1,
redbench,q0711,1.400,ok,1,
redbench,q0712,1.257,ok,1,
redbench,q0713,1.266,ok,1,
redbench,q0714,1.637,ok,1,
redbench,q0715,1.640,ok,1,
redbench,q0716,1.494,ok,1,
redbench,q0717,1.516,ok,1,
redbench,q0718,1.204,ok,1,
redbench,q0719,1.761,ok,1,
redbench,q0720,2.422,ok,1,
redbench,q0721,3.646,ok,1,
redbench,q0722,2.046,ok,1,
redbench,q0723,2.533,ok,1,
redbench,q0724,1.883,ok,1,
redbench,q0725,2.545,ok,1,
redbench,q0726,1.809,ok,1,
redbench,q0727,2.047,ok,1,
redbench,q0728,2.122,ok,1,
redbench,q0729,1.934,ok,1,
redbench,q0730,3.347,ok,1,
redbench,q0731,1.784,ok,1,
redbench,q0732,2.431,ok,1,
redbench,q0733,1.346,ok,1,
redbench,q0734,1.552,ok,1,
redbench,q0735,2.609,ok,1,
redbench,q0736,2.984,ok,1,
redbench,q0737,4.104,ok,1,
redbench,q0738,4.471,ok,1,
redbench,q0739,1.374,ok,1,
redbench,q0740,1.417,ok,1,
redbench,q0741,2.492,ok,1,
redbench,q0742,1.451,ok,1,
redbench,q0743,1.681,ok,1,
redbench,q0744,1.725,ok,1,
redbench,q0745,1.380,ok,1,
redbench,q0746,2.218,ok,1,
redbench,q0747,1.416,ok,1,
redbench,q0748,3.654,ok,1,
redbench,q0749,2.361,ok,1,
redbench,q0750,1.340,ok,1,
redbench,q0751,2.131,ok,1,
redbench,q0752,82.876,ok,1,
redbench,q0753,2.124,ok,1,
redbench,q0754,1.570,ok,1,
redbench,q0755,1.436,ok,1,
redbench,q0756,1.425,ok,1,
redbench,q0757,1.328,ok,1,
redbench,q0758,4.497,ok,1,
redbench,q0759,2.046,ok,1,
redbench,q0760,1.291,ok,1,
redbench,q0761,1.331,ok,1,
redbench,q0762,3.363,ok,1,
redbench,q0763,1.908,ok,1,
redbench,q0764,3.523,ok,1,
redbench,q0765,2.359,ok,1,
redbench,q0766,49.225,ok,1,
redbench,q0767,74.420,ok,1,
redbench,q0768,5.703,ok,1,
redbench,q0769,3.001,ok,1,
redbench,q0770,2.284,ok,1,
redbench,q0771,1.430,ok,1,
redbench,q0772,1.827,ok,1,
redbench,q0773,1.962,ok,1,
redbench,q0774,3.726,ok,1,
redbench,q0775,2.009,ok,1,
redbench,q0776,1.862,ok,1,
redbench,q0777,3.738,ok,1,
redbench,q0778,2.091,ok,1,
redbench,q0779,2.236,ok,1,
redbench,q0780,2.188,ok,1,
redbench,q0781,1.803,ok,1,
redbench,q0782,1.857,ok,1,
redbench,q0783,1.603,ok,1,
redbench,q0784,2.235,ok,1,
redbench,q0785,2.432,ok,1,
redbench,q0786,1.896,ok,1,
redbench,q0787,1.860,ok,1,
redbench,q0788,2.725,ok,1,
redbench,q0789,34.432,ok,1,
redbench,q0790,2.731,ok,1,
redbench,q0791,2.028,ok,1,
redbench,q0792,2.195,ok,1,
redbench,q0793,1.600,ok,1,
redbench,q0794,1.992,ok,1,
redbench,q0795,1.483,ok,1,
redbench,q0796,2.050,ok,1,
redbench,q0797,1.983,ok,1,
redbench,q0798,2.416,ok,1,
redbench,q0799,2.104,ok,1,
redbench,q0800,2.082,ok,1,
redbench,q0801,1.591,ok,1,
redbench,q0802,4.887,ok,1,
redbench,q0803,2.334,ok,1,
redbench,q0804,1.688,ok,1,
redbench,q0805,4.767,ok,1,
redbench,q0806,1.804,ok,1,
redbench,q0807,5.079,ok,1,
redbench,q0808,1.573,ok,1,
redbench,q0809,4.539,ok,1,
redbench,q0810,1.378,ok,1,
redbench,q0811,3.009,ok,1,
redbench,q0812,1.482,ok,1,
redbench,q0813,1.365,ok,1,
redbench,q0814,3.341,ok,1,
redbench,q0815,3.577,ok,1,
redbench,q0816,1.940,ok,1,
redbench,q0817,1.406,ok,1,
redbench,q0818,2.042,ok,1,
redbench,q0819,2.073,ok,1,
redbench,q0820,2.139,ok,1,
redbench,q0821,1.913,ok,1,
redbench,q0822,3.959,ok,1,
redbench,q0823,1.864,ok,1,
redbench,q0824,1.509,ok,1,
redbench,q0825,1.583,ok,1,
redbench,q0826,2.176,ok,1,
redbench,q0827,2.954,ok,1,
redbench,q0828,3.080,ok,1,
redbench,q0829,2.825,ok,1,
redbench,q0830,1.606,ok,1,
redbench,q0831,2.247,ok,1,
redbench,q0832,1.622,ok,1,
redbench,q0833,2.108,ok,1,
redbench,q0834,1.456,ok,1,
redbench,q0835,2.949,ok,1,
redbench,q0836,1.328,ok,1,
redbench,q0837,1.981,ok,1,
redbench,q0838,2.032,ok,1,
redbench,q0839,79.883,ok,1,
redbench,q0840,41.892,ok,1,
redbench,q0841,29.561,ok,1,
redbench,q0842,51.230,ok,1,
redbench,q0843,70.023,ok,1,
redbench,q0844,56.365,ok,1,
redbench,q0845,44.923,ok,1,
redbench,q0846,64.233,ok,1,
redbench,q0847,30.782,ok,1,
redbench,q0848,33.297,ok,1,
redbench,q0849,33.470,ok,1,
redbench,q0850,33.055,ok,1,
redbench,q0851,2.975,ok,1,
redbench,q0852,2.764,ok,1,
redbench,q0853,2.773,ok,1,
redbench,q0854,1.799,ok,1,
redbench,q0855,1.587,ok,1,
redbench,q0856,4.186,ok,1,
redbench,q0857,1.849,ok,1,
redbench,q0858,3.098,ok,1,
redbench,q0859,3.074,ok,1,
redbench,q0860,2.778,ok,1,
redbench,q0861,2.673,ok,1,
redbench,q0862,1.423,ok,1,
redbench,q0863,1.482,ok,1,
redbench,q0864,2.063,ok,1,
redbench,q0865,3.279,ok,1,
redbench,q0866,1.611,ok,1,
redbench,q0867,72.954,ok,1,
redbench,q0868,2.613,ok,1,
redbench,q0869,1.995,ok,1,
redbench,q0870,1.894,ok,1,
redbench,q0871,1.818,ok,1,
redbench,q0872,2.110,ok,1,
redbench,q0873,2.557,ok,1,
redbench,q0874,1.803,ok,1,
redbench,q0875,1.532,ok,1,
redbench,q0876,1.361,ok,1,
redbench,q0877,2.280,ok,1,
redbench,q0878,2.737,ok,1,
redbench,q0879,2.005,ok,1,
redbench,q0880,2.967,ok,1,
redbench,q0881,4.038,ok,1,
redbench,q0882,1.334,ok,1,
redbench,q0883,1.417,ok,1,
redbench,q0884,1.240,ok,1,
redbench,q0885,1.312,ok,1,
redbench,q0886,2.459,ok,1,
redbench,q0887,1.751,ok,1,
redbench,q0888,2.181,ok,1,
redbench,q0889,1.787,ok,1,
redbench,q0890,2.058,ok,1,
redbench,q0891,2.351,ok,1,
redbench,q0892,1.580,ok,1,
redbench,q0893,1.484,ok,1,
redbench,q0894,1.935,ok,1,
redbench,q0895,1.321,ok,1,
redbench,q0896,2.688,ok,1,
redbench,q0897,2.289,ok,1,
redbench,q0898,2.820,ok,1,
redbench,q0899,2.391,ok,1,
redbench,q0900,1.535,ok,1,
redbench,q0901,5.853,ok,1,
redbench,q0902,1.593,ok,1,
redbench,q0903,1.405,ok,1,
redbench,q0904,3.224,ok,1,
redbench,q0905,1.466,ok,1,
redbench,q0906,2.789,ok,1,
redbench,q0907,2.003,ok,1,
redbench,q0908,2.019,ok,1,
redbench,q0909,2.057,ok,1,
redbench,q0910,1.807,ok,1,
redbench,q0911,2.960,ok,1,
redbench,q0912,1.553,ok,1,
redbench,q0913,1.615,ok,1,
redbench,q0914,2.162,ok,1,
redbench,q0915,1.761,ok,1,
redbench,q0916,3.089,ok,1,
redbench,q0917,2.170,ok,1,
redbench,q0918,4.138,ok,1,
redbench,q0919,1.421,ok,1,
redbench,q0920,4.541,ok,1,
redbench,q0921,1.834,ok,1,
redbench,q0922,1.658,ok,1,
redbench,q0923,1.322,ok,1,
redbench,q0924,2.069,ok,1,
redbench,q0925,1.935,ok,1,
redbench,q0926,1.989,ok,1,
redbench,q0927,2.012,ok,1,
redbench,q0928,2.023,ok,1,
redbench,q0929,1.726,ok,1,
redbench,q0930,4.991,ok,1,
redbench,q0931,1.647,ok,1,
redbench,q0932,3.982,ok,1,
redbench,q0933,1.638,ok,1,
redbench,q0934,2.675,ok,1,
redbench,q0935,1.743,ok,1,
redbench,q0936,2.268,ok,1,
redbench,q0937,2.050,ok,1,
redbench,q0938,4.216,ok,1,
redbench,q0939,1.475,ok,1,
redbench,q0940,1.533,ok,1,
redbench,q0941,1.352,ok,1,
redbench,q0942,1.340,ok,1,
redbench,q0943,2.475,ok,1,
redbench,q0944,1.385,ok,1,
redbench,q0945,2.147,ok,1,
redbench,q0946,2.094,ok,1,
redbench,q0947,2.061,ok,1,
redbench,q0948,3.752,ok,1,
redbench,q0949,3.017,ok,1,
redbench,q0950,1.583,ok,1,
redbench,q0951,3.828,ok,1,
redbench,q0952,1.548,ok,1,
redbench,q0953,1.806,ok,1,
redbench,q0954,2.140,ok,1,
redbench,q0955,2.049,ok,1,
redbench,q0956,2.941,ok,1,
redbench,q0957,1.393,ok,1,
redbench,q0958,2.243,ok,1,
redbench,q0959,1.405,ok,1,
redbench,q0960,1.323,ok,1,
redbench,q0961,1.744,ok,1,
redbench,q0962,4.081,ok,1,
redbench,q0963,1.320,ok,1,
redbench,q0964,2.058,ok,1,
redbench,q0965,1.927,ok,1,
redbench,q0966,1.946,ok,1,
redbench,q0967,4.512,ok,1,
redbench,q0968,2.040,ok,1,
redbench,q0969,4.451,ok,1,
redbench,q0970,1.928,ok,1,
redbench,q0971,1.630,ok,1,
redbench,q0972,3.142,ok,1,
redbench,q0973,1.742,ok,1,
redbench,q0974,2.199,ok,1,
redbench,q0975,2.588,ok,1,
redbench,q0976,2.772,ok,1,
redbench,q0977,1.382,ok,1,
redbench,q0978,1.505,ok,1,
redbench,q0979,1.364,ok,1,
redbench,q0980,1.284,ok,1,
redbench,q0981,2.782,ok,1,
redbench,q0982,1.446,ok,1,
redbench,q0983,2.788,ok,1,
redbench,q0984,1.968,ok,1,
redbench,q0985,2.128,ok,1,
redbench,q0986,1.871,ok,1,
redbench,q0987,3.311,ok,1,
redbench,q0988,1.893,ok,1,
redbench,q0989,2.788,ok,1,
redbench,q0990,1.823,ok,1,
redbench,q0991,1.689,ok,1,
redbench,q0992,2.116,ok,1,
redbench,q0993,2.611,ok,1,
redbench,q0994,2.651,ok,1,
redbench,q0995,1.470,ok,1,
redbench,q0996,1.600,ok,1,
redbench,q0997,2.897,ok,1,
redbench,q0998,1.353,ok,1,
redbench,q0999,1.705,ok,1,
